问题,回答,所属分类
【阿里巴巴】C++岗-春招五轮拿offer,"春招很忙，就面了两个公司，碰巧都过了，算回报牛客．我本人不喜欢什么小细节都讲，碰到不熟悉的请自己查资料（因为有的东西每个人理解不一样）
面试官：给我讲讲浏览器输入地址后发生的全过程．（每一个细节都讲）
我：http DNS 三次握手 arp rarp …巴拉巴拉
面试官：讲讲为什么是三次握手，四次挥手
我：２次握手超时数据包会影响很大，三次握手容易遭到syc攻击，四次挥手很多情况下是三次(tcpdump抓）以及常见的粘包，数据包安全．滑动窗口．巴拉巴拉
面试官：内存分布
我：堆．栈．常量区，静态区．．．．．
面试官：讲讲虚函数
我：虚函数表，以及虚函数的内存布局，虚函数的局限，ｃ＋＋１１的提供的类似虚函数的新函数．两种动态多态实现的区别以及优缺点
面试官：讲讲进程和线程
我：常见的一些书本知识，在寄存器和堆栈上的区别，协程的实現，异步和同步编程．
面试官：讲讲你的实习吧
我：随便聊了会
面试官：我没什么想问你的了．
面试官：类什么时候会析构？
我：巴拉巴拉
面试官：写个算法
我：线上手写
面试官：虚函数底层机制
我：跟一面一样回答
面试官：实习在linxu下开发吗
我：恩
面试官：懂linux内核吗
我：不太懂．
面试官：ｃ＋＋解决内存泄漏方法
我：巴拉巴拉一堆
面试官：查内存泄露
我:valgrid
面试官：讲讲你实习做的东西
我：讲了我们团队做的东西，同事大部分bat 多年工作经验，对阿里做的东西也很熟悉，聊的很随意
面试官：大区间求和
我：只想出归并
面试官：讲讲codis和redis源码
我：这块很熟，我也讲的很多，包括性能瓶颈，主流公司的网络框架．以及代码改进，面试官还算满意
面试官：讲讲bigtable mapreduce 以及其他著名开源分布式存储代码
我：只看过kafka和缓存
面试官:要多学点
首先让我自己把tcp/ip讲个遍。
分布式系统分片的极限在哪，linux系统的极限。redis集群最大能支撑多少台物理机，
怎么解决副本一致。
分布式缓存怎么设计，
配置中心怎么开发，
zookeeper的原理，
二次提交原理。
讲一下阿里云的产品以及阿里云对缓存的改进（我提了一下tair的设计）。。
C++开发岗
阿里巴巴面试

ㅤ普通",
美团C++岗开发面经汇总,"本系列将提供美团C++岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看美团面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【美团】C++岗-后端开发面经（收到oc）
1. 【美团】C++岗-后端开发面经（收到oc）
2. 【美团】C++岗-实习offer get,写面经回馈一下
2. 【美团】C++岗-实习offer get,写面经回馈一下
3. 【美团】C++岗-搜索部门面试开奖
3. 【美团】C++岗-搜索部门面试开奖
4. 【美团】C++岗-暑期实习面筋分享~
4. 【美团】C++岗-暑期实习面筋分享~
5. 【美团】C++岗-面试复盘(已意向)
5. 【美团】C++岗-面试复盘(已意向)
C++开发岗
美团面试

ㅤ普通",
【美团】C++岗-后端开发面经（收到oc）,"大概1h左右
30min，回答的很差，绝望了一天
C++开发岗
美团面试

ㅤ普通",
"【美团】C++岗-实习offer get,写面经回馈一下","C++技术栈，Java一点也不会，因此几乎没问语言特性；二面业务题被怼到手发抖；项目是C++人均的http服务器和一个几乎没被问到的json解析器
美团点评上海-后台开发-到店事业群
时间线：
3.12 笔试（第一道66%，第二道50%，第三道31%，后面两道没写）
3.16 一面
3.21 二面
3.29 offercall
4.3 offer邮件
3.16 美团一面 37min
自我介绍
你觉得哪个项目给你带来的提升比较大
介绍一下你项目中的一个模块
一个场景，如果用户上传一个文件，http解析怎么处理，文件比较大的情况需要读取整个文件吗
如果A B两点之间的单向网络延迟是10ms，服务器处理请求需要10ms，那么一个请求需要消耗多长时间（包括tcp建立连接的时间）
知道https协议吗，介绍一下
知道数字证书的作用吗
输入网址到浏览器中，到收到网页的整个过程，整个流程和协议
进程和线程的区别
进程间通信的方式
知道虚拟内存吗？为什么需要虚拟内存
快速排序的思想？时间复杂度是多少？
有什么需要问我的
3.21 美团二面 60min
自我介绍
介绍一下你觉得比较好的一个项目
介绍一下你这个服务器的网络API
你这个服务器实现了什么功能？
你的服务器怎么处理长连接的？
设想一下，http服务器怎么实现上传和下载文件
因为http协议类似于一个半双工协议，你怎么将其实现一个全双工？服务器也可以给客户端发起请求
使用两个链接实现全双工吗？如果不使用的话要怎么办
怎么通过扩展http协议实现全双工？
知道http2.0吗？怎么把http2.0的特性和实现全双工http结合起来？
服务器有压力测试吗？压力测试数据是多少？
怎么分析你的服务器目前的并发瓶颈在哪里
内存CPU或者其他系统资源的参数代表什么瓶颈？
除了系统资源瓶颈，并发瓶颈如果出在逻辑错误上该怎么检测？
如果使用日志的话，万一错误很多非常杂乱，你该怎么处理
如果我需要一个命令直接输出呢？比如一键输出某个时间段的某种错误
介绍一下Reactor模式？
介绍一下select，poll，epoll
介绍一下异步io
你对阻塞非阻塞怎么理解？
了解惊群效应吗？
了解事务吗？说一下事务的四个性质
介绍一下redis的数据结构
如果用redis实现一个计数器你会怎么实现
了解分布式事务吗？
如果你设计一个扫码支付业务怎么实现，付款二维码中要包括什么信息？
如何防止付款二维码被多次重复使用？
了解面向对象吗？
手撕一个工厂模式，例如汽车工厂产轿车客车
如果需要对汽车厂商进行区分，你怎么做？如果加个参数的话，怎么判断你是用一个参数区分汽车厂商，还是新增一个类？
说一下你的优点和缺点
喜欢做业务还是做底层？
接受转Java吗？
喜欢分工还是合作？如果分工的话，体现不出你的价值，你会怎么体现你的价值？
如果压力很大的时候你会怎么办？
最近在学什么？
第一志愿城市？接受调剂到北京吗？实习接受吗？正式工作接受吗？
有什么要问我的
C++开发岗
美团面试

ㅤ普通",
【美团】C++岗-搜索部门面试开奖,"美团C++的帖子是真的少，补充一贴。大概三个礼拜前现场面的，做的是美团搜索，部门未知。
项目详细介绍
算法：vector > 排序，改进方法
智力题，醉汉在一维数组上走n步之后回到起始位置的概率
new和malloc的区别
map和hashmap
优先级队列的实现
红黑树和平衡二叉树的区别
malloc的底层实现
动态链接和静态链接
动态链接中的全局作用域表
C++四种类型转换
C++11新特性
const的作用
析构函数为什么要声明未虚函数
静态重载、动态重载
如何检查内存泄露
哈希表
哈希冲突的解决方法
智能指针的介绍
为什么要有lambda
四次挥手
进程和线程还有协程
物理内存和虚拟内存
用户态和内核态
4G地址空间
会不会数据库 不擅长，尽量别问
互斥锁、读写锁、自旋锁的区别
还有一些基础的忘了
算法atoi函数的实现
部门介绍
岗位介绍
意向城市
手里意向书
后续流程介绍
自我介绍
实验室项目介绍，项目难点
场景分析，围绕美团搜索性能的提升
C++开发岗
美团面试

ㅤ普通",
【美团】C++岗-暑期实习面筋分享~,"多路IO服用
进程和线程的区别
进程间通信方式
redis同步方式
分布式怎么来处理请求
mysql和redis的区别
mysql的两种存储引擎的区别
mysql表有几种连接方式，内连接，左连接和右连接
怎么处理高并发，除了多路IO服用，貌似还有线程池，分布式
TCP的三次握手
TCP拥塞控制
TCP的窗口机制主要解决什么问题
TCP拥塞控制主要解决什么问题
HTTP的长连接和短连接的区别
scoket编程，服务端怎么处理请求的
如果判断一个包使重传的包
手撕快排
有什么问题：
主要做什么业务
对我的评价
全程一个小时不到。
自我介绍
redis
http的一些方法
网络编程中，服务端怎么处理请求
tcp和udp的区别
哪些应用层协议使用udp和tcp
c++多线程怎么实现同步
liunx的命令这一块，我强调之前用过，现在不太熟悉，对操作系统知识比较了解
如果修改文件权限
如果读一个几G的文件
查看端口
redis有哪些数据结构
中间件，因为不了解直接说不会，说了一个RCP啥的，我也忘记了
项目介绍：这个时间占大头
你是怎么学习
对未来的规划
反问：对我的评价
手撕代码
有序链表合并
如果链表无序怎么处理
全程四十分钟左右。
C++开发岗
美团面试

ㅤ普通",
【美团】C++岗-面试复盘(已意向),"开局自我介绍
部门技术栈是java，可以转吗？可以，面试官说：我当时面试时候也是C++面试的
说一下C++的面向对象吧，详细的说一下
说一下单继承时候的虚函数表内存分布情况
说一下菱形继承时候的虚函数表分布情况
说一下模版的底层实现，从指令集的角度来说，怎么实现的模版实例化。 不太懂
说一下模版实例化之后，底层汇编是怎么做的，比如如何jump之类的？不太懂
熟悉STL库是吧，说一下STL的仿函数设计原理及其底层实现..这个有点偏僻的我有点忘，说的不好
说一下vector的底层实现？说一下优先级队列的实现方法？
C++本身没有多线程吧？有
说一下linux的多线程，pthread_XX这些和C++的thread库，底层实现的区别？
或者说，说一下thread库的底层封装逻辑？
从操作系统角度看，pthread_xxx和C++ thread创建线程有区别吗？
从指令集的角度来说一下，linux怎么实现的进程和线程？我从linux系统代码角度说了一下最初版的线程和现在的线程区别，具体的指令集啥的不太懂
IPC，说一下有哪些进程间通信的技术？你用过那些？
socket编程，select底层是怎么实现的，或者简单来说一下select的流程
epoll底层怎么实现的，是基于回调机制的吗？
讲一下其他系统下的高性能IO多路复用方法都有什么？
熟悉linux命令吗？说一下比如我们要分析系统的状态，一般都用什么命令。如何查找一个文件？
说一下mysql的事务吧？ACID？ACID都是什么，哪个是因哪个是果？
mysql实现到了ACID中的哪些？
mysql如何实现的？
说一下间隙锁，什么时候会触发间隙所？
了解redis的实现吧，说一下SDS底层如何实现的？
说一下redis的跳表？
了解git吧，说一下git分支，我们一般怎么用
git的三种状态说一下，分别什么时候对应什么状态？
开局算法题：
反问：部门，技术栈？
反反问：能转java吗？
开局自我介绍
讲一下TCP和UDP，以及他们的使用场景
讲一下linux虚拟内存布局
全局变量放在哪
静态变量放在哪
new出来的对象放在哪
讲一下虚拟内存和物理内存的对应机制
场景题目：10亿级别URL存放两个文件，如何求出相同的URL
算法题：两个链表的相加
反问：部门，技术栈。
总体体验比起第一轮的地狱级难度面试，第二轮友好了很多，期待下一面~
C++开发岗
美团面试

ㅤ普通",
滴滴C++岗开发面经汇总,"本系列将提供滴滴C++岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看滴滴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接。
不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【滴滴】C++岗-牛客sp专场凉经
1. 【滴滴】C++岗-牛客sp专场凉经
2. 【滴滴】C++岗-CTO 后台开发 还愿面经
2. 【滴滴】C++岗-CTO 后台开发 还愿面经
3. 【滴滴】C++岗-好想成为大佬.jpg
3. 【滴滴】C++岗-好想成为大佬.jpg
4. 【滴滴】C++岗-发个三面面经
4. 【滴滴】C++岗-发个三面面经
5. 【滴滴】C++岗-三轮技术面
5. 【滴滴】C++岗-三轮技术面
C++开发岗
滴滴面试

ㅤ普通",
【滴滴】C++岗-牛客sp专场凉经,"二面场景题较多   好几个都没回答上来  最后挂掉了
C++开发岗
滴滴面试

ㅤ普通",
【滴滴】C++岗-CTO 后台开发 还愿面经,"8.29 滴滴一天三面，到今天早上看了眼邮箱发现前天就收到滴滴的意向书了，藏在一堆笔试测评邮件里没看见
非科班菜鸡终于拿到第一个意向书了，赶紧来牛客还愿
Linux 相关
IPC 方式有哪几种，socket 本地通信需要通过 TCP/IP 协议栈吗？
进程内存分区，malloc 底层原理
项目相关
分布式云盘项目构架，文件上传下载流程
数据库相关
ACID 特性
如何优化 SQL 语句
对 redis 的理解，在项目中的作用
手撕代码
找到链表第K个结点
二面面试官是做AI框架部署的，好像和高性能计算相关
正好我课题组方向是计算流体力学，折腾过一些高性能计算相关的东西，一个小时全程都在聊我们课题组自己写的 CFD 程序如何实现和相关优化，后台开发的东西一点都没问，代码也没写。。。
C++ 相关
C++ 的类型转换，dynamic_cast 实现原理
指针和引用的区别，说说对智能指针的了解
什么是函数重载，说说实现原理
有函数重载的C++代码放到C里会有什么问题（这里没懂啥意思，不是会编译报错吗）
malloc/new 的区别，分别是 库函数 还是 C/C++语言支持的
什么是多态，说说实现原理
Linux 相关
select/epoll 的区别，select 为什么要拷贝文件描述符到内核空间
什么是页表，同一进程的不同线程是否共享页表
计算机网络
TCP/UDP 的区别
TCP/IP 的区别
手撕代码
递归实现汉诺塔
反问
三面面试官说他在新成立的滴滴云部门？主要做分布式存储相关的，问我有没有听过Intel的3D Xpoint，侥幸本科天天混固态硬盘吧，这个还能聊两句
聊着聊着面试官又补了个问题：什么是协程
C++开发岗
滴滴面试

ㅤ普通",
【滴滴】C++岗-好想成为大佬.jpg,"7月26日下午3点左右。
中午在床上午休，被hr一个电话提前拉起来面试的。
10分钟后。
10分钟后。
整体感觉滴滴面试体验不错，面试官好评！
求滴滴给个offer啊！！！
许愿OC！！！
C++开发岗
滴滴面试

ㅤ普通",
【滴滴】C++岗-发个三面面经,"投的滴滴牛客SP专场，三面面试官评价挺好的。
一天面完，一共三面，每面平均50分钟左右，面完脑子基本瘫痪。
(14:00开始，共53分钟左右)
面试官是很典型的程序员，人狠话不多的那种。
1.首先介绍项目，项目涉及的技术栈，追问挖细节。
2.C++类对象从编写代码定义到生成可执行文件的全过程描述
3.类对象的内存分布与生存周期
4.函数调用的过程，从传参到底层原理，回答不全会追问
5.计算机网络通信各阶段状态函数，建立连接的时候由哪些标识符需要注意，为什么ACK要为1？
代码：1>.简单的括号匹配
     2>.升级为最长有效括号(leetcode32)
反问环节
(结束5分钟发短信通知一面过了，等10分钟二面，50分钟左右)
面试官态度超级好，打扮也很小清新，和传统程序员形象差距蛮大的帅气程序员。
1.问了一下实习经历
2.虚拟内存mmap的概念，原理，应用场景，与系统调用比的优缺点。
3.进程间通信除了mmap还有哪些。
4.同步I/O与异步I/O
5.select() poll() epoll() 每个都详细的讲一下
6.epoll()两种模式，对比，ET好处，应用场景，如果采用ET出现内容丢失，如何补救。
7.计算机网络中，服务器存在的几种状态，如何进行流量控制，接受缓冲区里放的内容是什么
8.TCP和UDP区别，UDP首部各个内容说一下。
9.四次挥手两边的各个状态，MSL存在的意义，产生了很多time_wait的原因以及如何解决？
代码: 翻转二叉树、先写了递归，又让写迭代。
让我说时间空间复杂度，看出来我快被他问懵了。
没让反问（以为挂了）
(后来10分钟不到通知三面、大概也50分钟左右)
面试官是个团队leader，心平气和，很严谨，上来就介绍要考察我什么，而且题目都是打在屏幕上。
1.放了一大串代码在共享屏幕上，让根据C++的三大特性以及底层原理逐行逐块解释、涉及的内容几乎包括C++的所有特性
封装、继承、多态、虚继承、虚基类、虚函数表、构造析构顺序、为什么这么定义等等。。反正很多就是了。
2.new、malloc、delete、free。
3.一道代码题让看有没有问题，打印结果这类的。
4.多进程和多线程缀了个填空，好多场景，用进程还是线程
5.好好唠唠堆栈，堆是如何分配的（buddy和slab）
6.聊项目，我的项目也是底层的，面试官是做底层的，撞枪口上了。
7.没让撕代码，给的面试评价比较高，让我反问。
总的来说面试体验很好，不过今天面试的面试官好像还蛮多的，所以面试官那边都比较吵，好在面试官们都很好，很有耐心。
许愿一个offer~
C++开发岗
滴滴面试

ㅤ普通",
【滴滴】C++岗-三轮技术面,"连着面的，技术面三轮，但是昨天二面结束已经八点半了，三面就约了下周。
二十分钟项目
SYN攻击
文本的敏感词匹配
手撕代码 魔方矩阵:n*n的二维数组，调整使得 每一行的和 每一列的和 以及 对角线的和都是相等的。
（代码写的差不多了，给面试官讲了一下思路，然后只测试了一下 判断合法的 那个函数）
二十多分钟项目
单例模式，问的比较细，比如 instance = new Singleton(); 这一行给拆开 malloc和构造，在并发时有没有问题，没有答上来。
std::move, std::forwad
问了一些多线程的东西，内存序列，还有什么给忘了。
最后还是手撕代码：
D1 -> o1, o2, o3 2
D1 -> o1, o2 1.5
D1 -> o3 0.8
D2 -> O1 0.6
D2 -> o1, o2 1.2
D代表司机，o代表订单, 最后的数代表价值。 问选一个能够获得最大价值的方案，要求只能按照给出来的分配方式分配，比如D1只有这三种分配方式，不能单独给他O2，订单可以漏但不能分配重复。自定义数据结构。
这道题用回溯做的，面试官点出来一些错误让修改。
7.27 更新
这一年中有没有做什么有意思的项目，遇到了什么困难，怎么解决的
项目中有什么亮点，做了什么改进
问了相当多的多线程的东西
各种锁，什么区别，怎么实现
手写读写锁
条件变量+unique_lock
网络IO方面的东西，IO多路复用，reactor
服务器优化的方法，从数据库的读写分离聊到主从服务器的同步手段和具体的流程
redis的基础数据结构，zset是怎么实现的
程序性能分析的方法
coredump怎么解决，怎么读core文件
gdb
linux常用的命令
最后就是聊天了，介绍了一下他们部门的业务。其他的我没多问。
总结来说，虽然面的是C++开发岗，但是问到的基本全是网络和多线程的东西。感觉上应该只有二面的面试官是做C++的。一面和三面的面试官基本没有提问C++基础知识。三个面试官都挺友善的，会给提示，回答给反馈。
C++开发岗
滴滴面试

ㅤ普通",
Shopee C++岗开发面经汇总,"本系列将提供Shopee C++岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看Shopee面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【Shopee】C++岗-一二面提前批凉经
1. 【Shopee】C++岗-一二面提前批凉经
2. 【Shoppe】C++岗-后台开发面筋~
2. 【Shoppe】C++岗-后台开发面筋~
3. 【Shopee】C++岗-后端二轮面经(已入hr面)
3. 【Shopee】C++岗-后端二轮面经(已入hr面)
4. 【Shopee】C++岗-收到意向书前来回馈☺
4. 【Shopee】C++岗-收到意向书前来回馈☺
5. 【Shopee】C++岗-新加坡后端校招面经
5. 【Shopee】C++岗-新加坡后端校招面经
C++开发岗
Shopee面试

ㅤ普通",
【Shopee】C++岗-一二面提前批凉经,"shopee在8月初的时候面了，过了一周就收到了感谢信。挺玄的，二面聊得好好地，本来还以为能有hr面，想不到没过，应该是不匹配吧。
自我介绍
系统调用
哪些操作会导致用户态切换到内核态
进程、线程区别
多进程、多线程使用场景
线程同步方式
进程调度算法
虚拟内存
多级页表
四次挥手及状态
time_wait的作用
实现环形队列
技术栈是c++，来写业务，有什么想法？
提问环节
自我介绍
介绍项目
为什么使用（epoll）水平触发？
日志系统临界区优化、缓冲优化
提问环节
看什么书？提到《重构》，又问有什么感悟？我说了一下，面试官给我普及了一下《重构》的作者和一些重构原则。
相比其他人有什么优势？
C++开发岗
Shopee面试

ㅤ普通",
【Shoppe】C++岗-后台开发面筋~,"1.简历上的实习，项目 排着问
2.C++多态
3.虚函数和虚表
4.C++内存分配方式
5.C++内存管理，RAII
6.三种智能指针
7.malloc是如何实现的， 底层有哪些系统调用
8.linux内存管理，伙伴系统
9.TCP三次握手，能否两次
10.TCP如何实现可靠性
11.nagle算法
12.epoll相关的api，epoll底层实现
13.MySql隔离级别，默认级别是什么
14.读已提交会出现什么问题（幻读），如何解决幻读？
15.算法题：合并K个有序链表（partition思想两两合并或者用优先队列，优先队列的方法复杂度更低）
1.自我介绍
2.项目，下边问题也都是根据项目中的技术点问的
3.服务端开发中，哪些技术保证了服务器性能？
4.如何平衡线程池的性能和开销？
5.线程池的线程数量如何动态调整
6.线程调度
7.用户线程和系统线程
8.算法题：
无序数组，找中位数
C++开发岗
Shopee面试

ㅤ普通",
【Shopee】C++岗-后端二轮面经(已入hr面),"1.判断链表有环？多种方法
2.数组中只有一个数的出现次数是1，其他数的出现次数都是2次，怎么快速找到这个数–异或操作
一般都会问还有没有其他方法，直到答不上来。
3.B+树VAL的对比
4.linux系统运行缓慢，通过什么命令查看
5.i++操作是否能保证线程安全
6.跳跃表和二叉树对比
7.组合索引(a,b,c)，那么where (a= and b> and c=)、(a= and c=)、(b= and c=)会不会用到索引？
8.栈为啥会比堆快
9.C++中的原子变量
10.https的handshake过程
11.悲观锁和乐观锁，并发情况下，非要在这两个中选择一个的话，选哪个？
12.mysql中的锁
13.MySQL中的for update
14.排序算法的稳定性和复杂度
15.TCP可靠性和拥塞控制
16.time wait的作用
17.DNS的流程
18.怎么判断父子进程
19.可重复读解决了幻读？
20.-rwx——分别是啥？分别对应：文件的所有者、文件的组以及所有其他用户。
手撕代码：
二叉树的非递归中序和后序遍历
面试总时长一个小时，会有提问环节。
第二天收到二面通知。
进程、线程和协程
C++进程怎么创建
大部分时间都在聊项目
手撕代码：
括号生成（leetcode 22）
面试时长1个多小时，会有提问环节。
7月18号面完，暂未收到任何通知。但从内推官处了解到进入hr面。
感谢牛客，感谢shopee。
C++开发岗
Shopee面试

ㅤ普通",
【Shopee】C++岗-收到意向书前来回馈☺,"自我介绍：本硕985，科班，大约半年前算法转开发，今年秋招真的太难了，太卷了，刚刚收到shopee的意向书，来回馈牛客。
总体来说shopee的面试体验很好，态度很好，流程很快，觉得是棒棒的公司。
8.19号 笔试，当时有好几场笔试，笔试成绩实在不记得了，印象中不是很难。
时间太久，有些遗忘了，写一写记得起来的
语言基础：
Python的数据结构，GIL，装饰器，内存管理
C++多态，多继承，static，智能指针, stl中的vector,list,set,map
OS基础：
进程和线程，哪些锁
虚拟内存
孤儿进程和僵尸进程，产生的原因，什么样的代码会产生僵尸进程？
数据库基础：
ACID，可重复读和读已提交的区别，如何实现
B+树和B树的区别，为什么用B+树不是B树
计网：
TCP/UDP
TCP比UDP安全性相对差，为什么(因为我说了安全性问题)
TCP如何控制发送数据的大小
TCP拥塞控制
介绍一下I/O多路复用 select,poll,epoll，fd的大小可以改变么
socket编程有用过么，介绍一下
编程题：两数之和 ?，最优解一遍hash，大概是最简单的编程题了吧hhhh
自我介绍，围绕项目
B+树种的关键字大小可以设置么？如何设置
图的遍历
介绍一下 dijkstra算法， A算法，A算法的缺点在哪。
场景题，10个1G数据，内存200多MB，如何去重(1G数据内部可能有重复，不同1G数据之间可能有重复，数据有日期，大小，以及数字编号，靠数字编号来分辨是否重复)
兴趣爱好
10多分钟吧好像，记得不是很长
对前两面面试官评价
工作意向地，选择工作时看中什么
期望薪资
还有什么想问的这些
9.7号意向书
秋招不易，愿大家offer多多，早日上岸
C++开发岗
Shopee面试

ㅤ普通",
【Shopee】C++岗-新加坡后端校招面经,"我全程用C++写题
1月25日  笔试
计网，操作系统，数据库选择题，很多不会，大半蒙的
一道编程题单调栈 AC
面试： 一二面一个半小时  三面一个小时
LeetCode 3 无重复字符最长子串
LeetCode   字符串相加
系统设计：twitter  设计follow功能  用MySQL还是NoSQL？为什么？Schema要有什么
数据库基础：  隔离性 MVCC 索引
一开始讲英语，项目深挖，但是本人英语表达能力弱，面试官可怜我，十来分钟后换回中文
手撕：链表深复制（注意处理有环的情况）
如何设计测试样例检测正确性
如果是双向链表的话有什么不同，如果单向链表有多个环呢？（我掉陷阱里呢，晕乎乎反应不过来，经提示恍然大悟）
项目深挖
如何实现事务的各种特性，实现原子性时发生回撤失败的情况怎么办
手撕  多层嵌套map展开
2月23日  HR面
聊了下什么时候可以入职，为什么选新加坡，家人怎么看
讨论了一下薪水，工作情况
C++开发岗
Shopee面试

ㅤ普通",
