问题,回答,所属分类
【腾讯】前端岗-UI开发面经,"许愿offer第十天，oc终于来了，补齐面经，回馈社区。
事业群: IEG事业群
部门: 游戏业务什么的部门，忘了。
岗位: UI开发
投递时间: 2021.3.12
无笔试。
一面1小时，腾讯会议视频面试(3.17)
二面30分钟，腾讯会议视频面试(3.23)
HR面10分钟，电话面试(4.2)
1、之前有参加过我们公司其他面试吗？
2、你室友在玩CF吗？（背景看到，黎明杀机）
3、你们宿舍里面平时经常一起玩游戏吗？
4、手游你一般是玩什么游戏？
5、荣耀你是什么段位？（荣耀王者+巅峰两千分张口就来）
6、那会不会耽误学习啊？
7、你说哪里人？
8、如果没问题的吗，现在开始面试？
9、自我介绍？
10、项目介绍？
11、为什么想做这个项目？
12、在做这个项目的时候你有遇到什么困难吗？
13、从0-1你说怎么学习的，困难是怎么解决的？
14、详细介绍项目，难点？
15、另外一个项目，具体介绍以下？
16、项目中有什么设计的不合理的地方？
17、怎么优化？
18、有托管上github上吗？
19、回头看，自己再做一遍这个项目，怎么改进？
20、性能优化？
21、这个app做出来之后有谁用过？
22、用过的人，有提出希望的功能点吗？
23、css的盒子模型？
24、浏览器渲染网页的过程？
25、垂直居中？
26、移动端适配？
27、flexible.js原理？
28、使用的单位？px
29、app的兼容性？
30、页面的重排和重绘？
31、怎么避免重排和重绘？
32、css3的内容？
33、用过canvas吗？
34、用过svn吗？
35、对git有什么了解吗？
36、git的常用命令？
37、如何解决冲突？
38、commit之后怎么撤销？
39、v-show和v-if的区别？
40、避免vue组件，的样式污染？
41、给数组赋值，vue能检测到变化？
42、vue的生命周期？
43、微信小程序遇到的问题？
44、看过小程序的官方文档？
45、小程序和vue比起来怎么样？
46、js支持哪些数据类型？
47、js闭包？
48、js在html中多少种引入？
49、了解react吗？
50、ES6的新特性？
51、箭头函数的注意事项？
52、vue3.0？
53、通过什么方法学习前端？
54、技术社区？写博客吗？csdn，账号？
55、逛github吗？
56、有实习经历吗？实习周期多久？
57、职业规划？未来打算？
58、人际关系？性格？
59、给你一个需求，你不想做怎么办？你觉的这个需求没有意义，怎么拒绝？
60、反问环节？
61、做笔试题目。
笔试是用邮件发的，把图片设计稿，按照需求还原成前端页面，时间一天半。
1、自我介绍
2、项目介绍
3、项目有实际的需求方吗？
4、如果要上线，项目还有什么需要优化的？
5、多少人开发的项目？
6、后端没有按时给接口你，导致你无法按时完成任务，怎么办？
7、项目经理给你一个任务，你首先要干什么？8、无法按时完成任务，你该怎么办？
没有录屏，都忘记了。就问了十几分钟，然后问我有什么问题想问的。然后反问我，问什么想知道这个问题。
十分钟，很快，结束秒过，进入录用评估。
1、自我介绍
2、实习时间
3、在项目中扮演什么角***r>
4、家是哪里的
5、投了哪些公司
前端开发岗
腾讯面经
腾讯面试",
【腾讯】C++岗-被企点大后台捞起,"时间是昨天晚上8点
问题：
算法：
o(n)时间，1个变量实现洗牌
不用变量交换两个整型有什么方式，实现一下。
写一个优化版本的快排
时间是今天下午3点
这边主要是做智能客服的大后台。基于QQ资源。做微服务。
然后就说是后面是总监面和hr面，让我保持电话畅通。。。。
毕业时间
为什么没有继续之前的实习是什么考虑？
之前实习工作，哪个工作是最深的？
这个系统是用什么语言？为什么选择python？
这个系统的模型是什么样的？上下游是什么？
用的存储是什么？
redis出问题了怎么办？
说一下你的其他的项目一个一个说一下
线程池的实现细节。说一下
用的锁是什么锁？
数据库这块接触过什么？
mysql引擎用的是什么？优缺点说一下
为什么查询比较快？
是不是关系型数据库都可以建立索引？为什么？
c++这一块比较熟悉吧？ 有没有什么类是不能被继承的？
tcp三次握手说一下
第一次发的序列号怎么产生的？
序列号为什么是随机的？能不能固定从1开始？为什么？
两次握手可不可以？有什么后果？
21.对腾讯了解多少，你最看重腾讯的什么？
对于工作地点的考虑是什么？
对我们这边有什么想了解的？
最后就是保持电话畅通。
隔了一周多 终于等到了hr小姐姐的电话，几个问题：
1.为什么做这个方向
2.为什么选择这里
3.对于工作的预期
4.对于工作地点的想法
5.对于这个方向有没有行业上的了解
最后就是说3月底四月初的时候会统一发实习offer
总结：腾讯的后台的面试总体感觉还是很愉快的，然后就是做的是企点这块的，虽然我之前投的是云计算相关。。。但是被企点大后台捞起来面试
前端开发岗
腾讯面经
腾讯面试",
字节跳动前端开发面经汇总,"本系列将提供字节跳动前端岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看字节跳动面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【字节跳动】前端岗-头条三轮技术面
1. 【字节跳动】前端岗-头条三轮技术面
2. 【字节跳动】前端岗-互娱研发提前批详细面经
2. 【字节跳动】前端岗-互娱研发提前批详细面经
3. 【字节跳动】前端岗-火山引擎实习
3. 【字节跳动】前端岗-火山引擎实习
4. 【字节跳动】前端岗-国际化前端三面(已意向)
4. 【字节跳动】前端岗-国际化前端三面(已意向)
5. 【字节跳动】前端岗-2 年前端前面试心路历程
5. 【字节跳动】前端岗-2 年前端前面试心路历程
6. 【字节跳动】前端岗-抖音广告系统日常实习挂经
6. 【字节跳动】前端岗-抖音广告系统日常实习挂经
7. 【字节跳动】前端岗-教育业务暑期实习
7. 【字节跳动】前端岗-教育业务暑期实习
8. 【字节跳动】前端岗-1,2,3面+HR面(4.11oc)
8. 【字节跳动】前端岗-1,2,3面+HR面(4.11oc)
9. 【字节跳动】-前端岗-连续三轮面试(附心得后记)
9. 【字节跳动】-前端岗-连续三轮面试(附心得后记)
10. 【字节跳动】前端岗-游戏平台三面凉经
10. 【字节跳动】前端岗-游戏平台三面凉经
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-头条三轮技术面,"由于是一下子面完的，量比较大，有些内容特别是聊的内容不太记得了
反思：其实很多都是经典面试题，但是自己懒都没练过233
一面表现不好，以为自己跪了，没想到还能进二面
自我介绍、聊了聊项目
写个VUE的拖拽组件（vue的api徒手撸不出来，写了个原生的拖拽，不记得属性名用了伪代码，末了加了个节流）
好像有问到VUEX和VUE的双向绑定？（不记得一面有没有问后者了）
让介绍下promise，写了写promise的代码
介绍下promise还有什么api，说了下all，说了race这个api，但是名字一下子想不起来了
让实现一下all，当时忘了（不知道）可以用计数法，写了个setInterval的…
问线性表和链表的区别
写个链表反转，说了可以用递归和非递归，非递归版本写了半天，貌似写的还有bug，写完之后意犹未尽打算写递归版的，面试官说好了就这样吧
说下输入url到渲染页面的过程
问async、defer脚本的区别，之前看过文档标准，不过不记得了，在面试官的提醒下想起来了
问事件队列，给了个题要求说明输出，基本答对了，有个地方错了，面试官指正了
聊了双向绑定的问题，面试官问VUE双向绑定的实现，讲了defineProperty和Proxy，面试官出了几个更改数据的情形，问当前版本的VUE能否监听到改的  再给了个原型链的题，也是基本对了，但是和上题一样有个地方搞混了，不过一边做题的时候一边仔细地和面试官讲了下js里面new的过程
实现一个call方法，不能用es6、apply和bind，(⊙o⊙)…第一次写的时候用了caller（后来测试了下，其实caller是只读的）
然后重写了一个版本，面试官觉得ok
讲了下对js的this的理解，面试官讲了下他的理解
考了two sum问题，说了下实现，面试官指出一个bug，修正了，进一步讨论到k sum，说了可以用减治的思路，说到可能可以用动态规划，然后说到贪心，面试官问有什么贪心的思路
（k sum其实答的不太对，k sum减治就行了，貌似没法用动归233）
问有哪些排序？手写个快排就算了吧，没啥意思（…吓尿，手写快排真写不出来）
堆排写过吗？答曰写过，但是现在这样应该写不出来。
面试官说算了，问堆和栈的区别等
问了下对css的了解情况，说了flex布局
面试官画了个布局，让实现一下，用flex实现了
让讲一下水平垂直居中，讲了三种方法（绝对定位、flex、单行inline）
三面比较快
先让讲了讲和导师的项目，面试官对这个项目其实有点误解，所以后面打断了我，让讲下页面更换样式要怎么做
后面觉得我讲的太宽泛，我就又细致地说了下怎么划分样式的层次
信息流组件怎么实现，可以用伪代码，我一开始说可以用适配器，然后开始撸代码，最后写成类似策略模式了。。。总之算是展示了下自己对这个需求和面向对象的理解吧
又问了双向绑定，这次让用defineProperty实现一个双向绑定，defineProperty的api记不清了，和面试官说明了下，其他的基本写出来了
面完收了条30天内给消息的短信
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-互娱研发提前批详细面经,"很幸运拿到了字节的提前批意向书，字节的面试体验是很棒的。加油！
在实验室搞工程还是科研
问了一个操作系统的。。我没听过不会也没记住。。
进程线程
协程听过吗？
为什么要有协程？协程的目的？
数据库平时用的多吗
数据库为什么要加索引？为什么要用B+树？
联合索引听过吗？这个也没听过（这个应该是数据量大的时候会用，面试官说我平时做项目的数据量不是特别大）
项目
编码题

  实现一个模态框
场景题：JavaScript实现一个带并发限制的异步调度器，保证同时最多运行2个任务
平时是怎么学习的
能不能早来实习
对毕业第一份工作是怎么考虑的
反问
总体感觉字节的效率是最高的，面试官也是最好的。不仅仅是面试，而是双方相互讨论交流技术。
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-火山引擎实习,"约的 8 点，结果面试官 7 点 40 就来了…
你是打 ACM 的是吧，拿过什么奖
…比较菜，没拿过奖
了解什么数据结构，知道 B+ 树吗
这个真忘了…(答而不辩，问就道歉)
那咱们先来两道算法题
字符串中没有重复字符的子串最大长度
（双指针秒了）
nnn 颗节点的二叉树有多少种形态
 这题是个动态规划，但是开始的时候没推出来，面试官提示了一下，思路如下：以任一节点为根，假设左子树有 xxx 个节点，那么右子树则有 n−x−1n – x – 1n−x−1 颗节点，设 nnn 颗节点的二叉树有 f(n)f(n)f(n) 种形态，定义 f(0)=1f(0)=1f(0)=1，则有递推关系：f(n)=∑x=0n−1f(x)×f(n−x−1)f(n)=\sum_{x=0}^{n-1}f(x) \times f(n-x-1)f(n)=∑x=0n−1​f(x)×f(n−x−1)
了解 Promise 吗，能不能实现一下（前几天刚手写过 Promise，放 github 上了）
你有什么想问我的
问了下火山引擎是干啥的
准备一下 9 点 10 分二面
自我介绍（巴拉巴拉）
你简历里写了用过 Cookie，能具体说一下 Cookie 的作用吗
答了跟服务器交互，保存用户状态啥的
你的项目里面用到了 node.js 中的 express – art – template 插件，能介绍一下吗
这个使用的是类似 vue 的语法，可以对页面进行渲染，巴拉巴拉
如果让你来实现它模板语法的替换，你会怎么实现
答了正则表达式，然后他让我写一下，我说我不会正则表达式…
那如果模板里是一段 js 代码呢
可以在 js 中尝试编译，他问我怎么编译，我说我忘了（当时真没想起来还有 Function 这个东西…）
来做几道算法题
两个栈实现队列
[数组中第 k 大]有几种做法
答了排序后输出和最小堆
十分钟后 hr 加我微信说过了
五分钟后 hr 说过了
唠唠家常，问了问基本情况，什么时候入职，说是一个星期之内会有消息
不得不说字节效率真的高，许愿 offer
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-国际化前端三面(已意向),"管道、有名管道、信号、消息队列、共享内存、信号量、socket
实现parallelAll函数（send是可以直接调用并拿到结果的函数）
金鱼脑又把其他题忘了，总觉得应该还有点别的，或者看代码说输出啥的。
两个面试官不太会加题序，所有题目都写在题1，  而且二面面试官上来就把一面面试官出的题删完了?
一面面试官让等十分钟，二面面试官就来啦
“一面问过项目了所以这一面我们就问些基础和算法吧”
看代码说输出
有什么方法输出1，2？闭包实现一下。
手撕代码
数学题
二面面试官说三面面试官联系不上，并且7点了有点晚了，所以让我之后等hr联系。看这意思应该是过了吧，不过hr现在还没联系我。
许愿快点接到三面通知并且三面顺利！
[3,1,6,4,5,2]
对于任意子序列可以计算一个X值，X=sum(subArray) * min(subArray)
求最大X
X = (6+4+5) * 4 = 60
三面结束啦，面试官说给过。许愿尽快hr面并且顺利拿到offer！
10.21中午接到hr电话， 反馈说我前端技术有点弱，然后简单问了几个问题。说目前流程还在推进，顺利的话3-5天会发意向，不顺利的话再联系。一下子慌了 ?
许愿快点收到意向书吧，秋招从字节开始也希望在字节结束啊，字节真是我的第一意向了
10.23晚19:45 收到意向书啦！！！嗯，秋招终于结束了 ?
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-2 年前端前面试心路历程,"对tree-shaking 的了解
虽然生产模式下默认开启，但是由于经过babel 编译全部模块被封装成 IIFE
IIFE 存在副作用无法被 tree-shaking 掉
需要配置{ module: false }和 sideEffects: false
rollup 和 webpack 的 shaking 程度不同，以一个 Class 为例子
Common.js 和 es6 module 区别
commonJs 是被加载的时候运行，esModule 是编译的时候运行
commonJs 输出的是值的浅拷贝，esModule 输出值的引用
webpack 中的 webpack_require 对他们处理方式不同
webpack 的按需加载实现
你写的脚手架其中有一个模板是针对销售快速迭代的情节，能介绍一下吗
介绍项目背景：页面多，迭代快，管理混乱，并且webpack 配置不一样
使用只需要在page 里面新建文件，然后放入 main 和一些配置文件，输入命令：npm run page=[文件夹名称] env=[环境] method=[dev|build]
介绍一下node 如何实现，和 webpack 配置合并策略
图片编辑器做的性能优化
图片变化通过矩阵变化，移除html2Canva
抽离Matrix.js 里面的三元一次方程求解公式来取代传统的克拉默法则
自定义栈，通过可逆矩阵，亮度，饱和度，色差的逆公式，做出返回效果，而不是每次结果用base64 保存，消除内存消耗
webwork 的尝试和数据测试，证明在计算量不大情况下反而更慢
window.performance.mark 埋点，和 1px 的 gif 上传关键步骤时间优化
能介绍一下缓存策略吗
强缓存cache-control、express
协商缓存304、ETag、modify
301、302、307、308的区别
OK，搞完上面问题，开始做题：
两数之和：5 分钟内就做完
洗牌算法：5分钟内写完
做完上面2 道题后：
面试官：emm….面试时间还没结束再做一道题目吧！
数组中的第K个最大元素
花了点个大顶堆，然后很快就求出来
面试官：emm。。。。还有点时间，你还有想到别的办法吗
又写了个快排解法，写完之后面试官说顺便写个归并排序，我就改了一下写出来
好了，面试结束，然而这才是噩梦的开始。由于算法题做的太快，不知面试官写了我啥评价，后面的面试基本变成做各种题。
图片编辑器做的性能优化（以上）
redux-saga 和 mobx 的比较
saga 还是遵循 mvc 模型，mobx 是接近 mvvm 模型
介绍项目为何要使用mobx 更合适
由于是直播相关的electron 项目，存在音视频流，和一些底层 OS 操作，那么我们是否可以以麦克风视图开关对于音频流的处理为例子，把 OS 的一些操作与数据做一个映射层，就像数据和视图存在映射关系一样，那么数据的流动就是 view -> 触发action -> 数据改变 -> 改变视图 -> 进行 os 操作
然后说了一下mobx 大概实现的原理，如数据劫持，发布订阅。
https 有了解吗
简单讲了一下非对称加密的握手过程
证书签名过程和如何防止被串改
跨域有了解过吗
webpack-dev-server 原理和如何处理跨域
nginx 转发
CROS 中的简单请求和非简单请求
非简单请求下发起的options
localstorage、sessionStorage 和 cookie 的区别
cookie 跨域时候要如何处理
然后就开始做题：
爬楼梯
（又是5 分钟写完）
面试官：那我们改编一下题目，改成746. 使用最小花费爬楼梯。
我：修改一下之前的答案，很快做出来。
面试官：还有点时间，我们再做一题稍微难一点的72. 编辑距离
我：这题居然说稍微难点？？？还好之前做过，那方法真的不是一般人想得出来。然后又做出来了。
面试结束了，感觉都是在做题。
自我介绍
介绍项目
electron 的主进程，渲染进程之间区别和他们通信手段
ipcMain、ipcRenderer
localStorage
webView 和 Iframe 区别
webView 应用和嵌入内容之间的交互全部都是异步的
应用和嵌入内容之间的交互全部都是异步的
你这个PC 应用做了哪些优化
录屏优化
大型文件上传优化
用mobx 重写之前的 redux-saga，引入 os 层概念
electron-update 失效紧急处理办法
大型文件上传
文件切片
用web-work 单独线程计算文件的 hash 值
上传由于和其他接口同一域名，所以要做并发数处理
进度条
对于已经传过的文件进行跳过秒传，对于失败做失败重传处理
然后有说了一下感觉还能改进的地方
要发挥electron 能使用 node 的优势，文件切片，hash 计算和上传都可以用 node 实现，并且开不同的进程处理。由于上传是用 node 模块，不会有浏览器同一域名下 6 个连接的限制。为何没做，因为在写别的更加紧急的东西。。。。
录屏优化
需要对整个屏幕进行录制
对比了FFmpeg 和 mediaSource 的性能差异，如 CPU 和内存消耗
又对比一下mediaSource 的各种编码性能差异 vp8、daala、h264、opus 和 mpeg
一开始是把视频流写在一个变量里面，这样会造成很大的性能问题
解决办法是每个10s 把流用 node 的 file 写在硬盘里面，然后结束录制时候，把每个 10s 的小视频片段用 FFmpeg 合成一个大的文件
开始做题，做了一题比较偏冷的题目，看概念我都要理解几分钟的。
虽然做出来，但是不是用数组实现，而是用链表，面试官问我如何再优化，我就是说改成跳表，空间换时间，但是其实正确答案是二分查找……
四面就比较轻松，问了一下项目就开始做题。
先从简单开始112. 路径总和
做完后在此基础上，改变成
路径不需要从根节点开始，也不需要在叶子节点结束
虽然题目不难，我也做了减枝的处理，但是面试官说还能优化，如何减少重复计算。这就难倒我了，我知道需要用一个map 来保存中间的结果，但是这个 map 的 key 如何设计一时想不出来。想了很久说没思路面试就结束了。
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-抖音广告系统日常实习挂经,"个人背景：某渣渣211本科大三，专业和计算机半相关半不相关吧，想寒假找个实习。2月份系统学习前端。脸皮厚投了字节，果然凉了hhhhh。投完没一会去看投递状态发现流程终止？？？打电话问Hr说没事有面试的… 那一刻觉得自己八成过不了（迷信）
一面是个小姐姐瞬间不紧张，整个过程聊天一样
1.自我介绍，问了简历里面的项目。因为自己有一个Vue的项目，问了一下搜索怎么做的emmm反正水了过去
2.CSS实现一个三角形。这个直接说
3.三列布局。一开始回答了圣杯布局，后面面试官说除了浮动有别的方法吗，于是回答了flex布局
4.JS数据类型。简单
5.全等，相等判断。四个小题目，应该答对了吧面试官没说啥直接下一个
6.async await（语法糖我给忘了woc）以及返回值。我都忘了语法糖这个东西
7.事件循环。这里我说了好多hhhhh
8.怎么判断一个对象？怎么遍历这个对象
9.算法：快速排序，问了时间复杂度，思想
10.算法：大数相加，回答思路
11.算法：数组扁平化
12.Vue数据双向绑定
13.反问。首先问我可以实习多久，然后我问了公司的技术栈和部门，以及二面时间。还和我说二面面试官吃饭了？？？？？暗示？？？？？
 然后面试完我就觉得自己过了，因为是下午6点面试8点多接到电话约二面
二面还是一个女面试官，感觉是leader气场好强大搞得我好紧张… 也不对你笑
1.项目经验。我emmm以为不问项目而且我项目都不怎么牛逼我一直复习那些Js和网络，然后项目这里说的好差，还纠正了我对于Redux的错误理解我当时差点没哭出来
2.http和https的区别。这个还是说了出来
3.算法。我丢没写出来。输入一个数组都是字符，输出一个新数组
如：input:const arrest = [“a”,”a”,”b”,”b”,”c”]
output:[“a”,”2″,”b”,”2″,”c”,”1″]。
但是我算法真的稀烂。。。写了好久然后输出有问题，应该是细节有点问题面试官跳过了。这时候我知道她要把我挂了
4.我的优点缺点。问这个的时候我就知道我挂了哈哈哈哈
5.反问。我问了是否会有三年（大胆）以及对我将来前端的一些学习经验。因为我简历说自己今年2月进入一个互联网组织开始正式有一些互联网产品经历，就总觉得我是一个练习时长不到一年的初阶玩家… 全程都是初学者要干嘛干嘛。。。害
主要是真的都没想到会问项目经历，感觉自己准备的都错付了。面完做着发呆半小时反省浪费了这么好过的一面想把自己鲨了
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-教育业务暑期实习,"拜托拜托请不要挂我!许愿OC!
通过就上面经!
—————————我是分割线——————————
拿到offer啦，来还愿咯~
因为隔得时间有点长，记住的有限 ? ? ?
http和https的区别
简述输入url之后发生了什么
讲一讲浏览器的缓存
讲一讲不同的状态码的含义
你知道js的symbol类型吗？
typeof(null)返回值是什么，为什么？
几道判断左右两边是否相等的题（考察的是不同类型的转换）
CSS组合选择器
讲一讲跨域的几种方法
讲一讲vue的组件传值
（二面面得长是因为自己太菜了Orz）
讲一讲浏览器缓存的几种类型和几个字段及其含义
CDN缓存的运行机制，什么时候需要去请求缓存，怎么请求缓存
了解egg.js的背后机制和原理吗？（项目强相关）
CSS：几种position关键字及其含义
手写CSS实现超出则自动换行
（三面感觉比较像聊天，聊着聊着进入了正式的技术面）
聊一聊为什么要跨考计算机
说一说项目里你认为的难点和新颖点
手写实现json.stringify
手写set实现数组去重
手写实现get(1).add(2).minus(3).ret()(即1+2-3)
（还问了一些基础知识点记不太清了…）
前端开发岗
字节跳动面试

ㅤ普通",
"【字节跳动】前端岗-1,2,3面+HR面(4.11oc)","3.30 一面，一面结束3分钟二面
4.07 三面，三面当天下午通知HR面
4.08 HR面，HR面当晚询问HR小姐姐说通过了Offer在审核中
许愿尽快oc，孩怕夜长梦多，保佑保佑
自我介绍
怎么判断JS的数据类型，所有方法
怎么判断对象和数组，所有方法
讲一下事件循环的过程，微任务，宏任务
HTML link标签的伪类有哪些 怎么用
想实现一个div标签，宽高成比例变化怎么实现
HTTP请求常用的方式
Head和option是做什么的
Get和 post的区别在哪，为什么
代码输出？
实现一个函数
自我介绍
介绍项目
讲一下研究生阶段做的科研任务。这一块问了很多，面试官应该是很感兴趣
讲一下url从输入到展示页面的过程
CSSOM和DOM在浏览器中是怎么进行构建的。
讲一下token从开始到使用的过程
前端受到常见的攻击，过程是什么，怎么防御
https比较http的安全性体现在什么地方，一定要用https吗？对http进行改造可以吗
Promise相关，与async，await关系
三级事件模型，每一级的特点
事件委托
垃圾回收机制，常用的是哪种，引用计数的缺点。
手写Promise.all
介绍项目
复用的过程？然后面试官捏造了几个BUG问怎么优化
怎么优化图片的onload函数？然后又捏造了bug问怎么优化
Session和token的区别
session与cookie的关系
浏览器通过session认证用户状态的过程
在与后端进行通信的时候有哪些地方是前端可以优化的
CSRF的过程，如何应对
CSRF攻击时需不需要拿到本地的cookie(不需要)
闭包是什么，具体的应用有哪些
JQuery源码为什么是一个匿名自执行函数，拓展到了webpack打包后的文件。
写一个深拷贝，考虑对象里有函数的情况
实现一个o(1)复杂度查找的队列
反问面试官 评价是写代码的能力很强，但是在项目工程化上太差。
介绍下研究生阶段做的东西
介绍遇到过的挑战，你得解决思路是什么
什么时候可以实习以及实习的时间
介绍一下你考研的过程
HR面很短就 15min 结束
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】-前端岗-连续三轮面试(附心得后记),"在准备了一段时间之后终于下决心投递了字节跳动教育前端的简历，投完的第二天就接到了电话，先问了一下实习时间和情况，之后便约好隔天的面试时间。
这个处理简历的速度是真的快，对我这种心急的人来说十分舒适。（众所周知，等待的过程是最漫长&痛苦的）
面试前10分钟找了个地方，打开面试链接等待面试。（约好时间后会发一封面试的邮件，里面是牛客网的面试链接，这个在牛客网上有，可以先体验体验）之后就是面试官准时进来，打了打招呼后，开始面试。
一面结束，面试官夸了一下基础还是不错的，在面试房间等一会，马上二面面试官就来了。心里还是挺开心的，顺利通过一面。
等了大概3分钟，二面面试官就进来了。笑眯眯的表示00后都开始找工作了，想自己当初搞前端的年代……一听就知道非常大佬，心里很虚。
总之，二面有很多很多的基础问题，都是不涉及框架的，从一二面还是可以看出字节跳动对于基础的重视程度的。
二面结束后，面试官表示你也不用等了，我帮你联系三面面试官，等一下继续面试吧。（兴奋）
三面估计就该问简历上的项目和框架了。
这一面有一些题忘了，不过这一面显然就重在前端代码功底了，面试结束后并没有说是否通过了，心里还是有点小紧张的。3个小时的面试就顺利结束了。
三面后的次日收到了面试通过的电话，非常兴奋，定好了次日的HR面时间，之后HR面大概问了为什么选前端，怎么学习的，优点在哪儿等等的问题，不到10分钟就结束了，成功拿到offer！
前端开发岗
字节跳动面试

ㅤ普通",
【字节跳动】前端岗-游戏平台三面凉经,"介绍自己
http缓存
http2
跨域问题
tcp udp区别
vue封装组件
HTTP Status
CSS实现两列，其中一列自适应，一列固定
Javascript事件循环
jsonp实现
position有哪些，relative和absolute的区别
实现一个高精度定时器，可以在浏览器计算任务繁杂的时候依然准确
介绍自己
一个表中有两千万条数据，这个表有ABC三个字段，每个字段的取值范围分别是1到1000、1到100、1到3。如何加索引。
tcp为什么要三次握手，如果这是一个两次握手的协议会怎么样。
线程与进程之间的区别。
线程池原理。
nginx和apache的区别。
从浏览器输入url到展示网页的过程
一个hello world的c语言程序编译到执行的过程。
介绍研究方向
以及一些性格测试
介绍自己
考研准备经历
游戏经历
性格测试
前端开发岗
字节跳动面试

ㅤ普通",
阿里巴巴前端岗开发面经汇总,"本系列将提供阿里巴巴前端岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看阿里巴巴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈。
相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【阿里巴巴】前端岗-春招上岸面经贴
1. 【阿里巴巴】前端岗-春招上岸面经贴
2. 【阿里巴巴】前端岗-阿里妈妈一面 ~ 五面
2. 【阿里巴巴】前端岗-阿里妈妈一面 ~ 五面
3. 【阿里巴巴】前端岗-四轮实习凉经
3. 【阿里巴巴】前端岗-四轮实习凉经
4. 【阿里巴巴】前端岗-收意向了！！！分享一波面筋
4. 【阿里巴巴】前端岗-收意向了！！！分享一波面筋
5. 【阿里巴巴】前端岗-凉凉的天猫面筋
5. 【阿里巴巴】前端岗-凉凉的天猫面筋
6. 【阿里巴巴】前端岗-脑子一热投实习完结撒花~
6. 【阿里巴巴】前端岗-脑子一热投实习完结撒花~
7. 【阿里巴巴】前端岗-校招实习六轮面
7. 【阿里巴巴】前端岗-校招实习六轮面
8. 【阿里巴巴】前端岗-蚂蚁金服实习
8. 【阿里巴巴】前端岗-蚂蚁金服实习
9. 【阿里巴巴】前端岗-阿里云社招
9. 【阿里巴巴】前端岗-阿里云社招
10. 【阿里巴巴】前端岗-Get蚂蚁offer
10. 【阿里巴巴】前端岗-Get蚂蚁offer
前端开发岗
阿里巴巴面试

ㅤ普通",
