问题,回答,所属分类
【字节跳动】Go岗-抖音后端实习,"（上面是现在能想起来的了，之后想起来会加）
leader面的，看着就很强
问我了不了解redis的底层实现（我不知道这个）
然后面试官相当于带着我推，推的过程中重要讲的是skiplist以及skiplist的modification等等。
算法题问的是LRU的缓存机制。
三面结束过了几天hr面确定给offer了….
Go开发岗
字节跳动面试

ㅤ普通",
阿里巴巴Go岗开发面经汇总,"本系列将提供阿里巴巴Go岗位历年面经，所有面经都是候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看阿里巴巴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈。
相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【阿里巴巴】Go岗-淘宝事业部社招
1. 【阿里巴巴】Go岗-淘宝事业部社招
2. 【阿里巴巴】Go岗-阿里云实习
2. 【阿里巴巴】Go岗-阿里云实习
3. 【阿里巴巴】Go岗-新鲜的大厂面经~
3. 【阿里巴巴】Go岗-新鲜的大厂面经~
4. 【阿里巴巴】Go岗-秋招六轮
4. 【阿里巴巴】Go岗-秋招六轮
5. 【阿里巴巴】Go岗-后端社招面试经历
5. 【阿里巴巴】Go岗-后端社招面试经历
6. 【阿里巴巴】Go岗-非科班菜鸡的实习
6. 【阿里巴巴】Go岗-非科班菜鸡的实习
7. 【阿里巴巴】Go岗-春招实习阶段性总结（已OC）
7. 【阿里巴巴】Go岗-春招实习阶段性总结（已OC）
8. 【阿里巴巴】Go岗-后端一二三面凉经::>_<::
8. 【阿里巴巴】Go岗-后端一二三面凉经::>_<::
9. 【阿里巴巴】Go岗-阿里云实习面经
9. 【阿里巴巴】Go岗-阿里云实习面经
10. 【阿里巴巴】Go岗-暑期后端开发
10. 【阿里巴巴】Go岗-暑期后端开发
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-淘宝事业部社招,"自我介绍
1.mysql的索引都有什么，说说区别（mysql不熟，说pg的）
2.用户在网页上输入一个url后发生了什么
3.讲讲https的过程
4.讲讲tcp 4次挥手过程
5.客户端4次挥手后处于什么状态，为什么是2msl
6.redis常用数据结构
7.java熟吗（不熟….）
8说说线程进程协程区别
9算法题：n个小朋友手拉手围成一个环，1-3报数，报到3的退出，最后剩下的是的小朋友的下标
10.提问环节
自我介绍，项目介绍
1.上来先说整体流程，前30min候选人主讲项目，面试官会有打断，后面时间是算法题和提问环节
2.先怼项目：
1）为什么要自研批处理程序，不用flink或spark streaming什么的
2）flink了解吗（不了解）
3.你们这项目好多单点，为什么不做高可用考虑（我能说海外小公司，没时间搞吗）
4.Raft协议的论文有看过吗，大体讲讲，还问了个什么细节记不清了，也没答上来
5.Gossip协议了解吗，说说原理和使用场景，为什么不能用它做主从选举
6.redis整体架构说说
7.redis的主从切换流程
8.用redis实现分布式锁有什么潜在的问题
9算法已经没时间了，而且前面被怼的不行，题主当时处在一个懵逼的状态
10.提问环节
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-阿里云实习,"40 min
自我介绍
项目
缓存穿透
分布式缓存：如果客户端想保存热点数据，如何设计？
热点数据如何从存储节点同步到客户端？是推送还是拉取？
更新数据库，如何保证缓存一致？
MySQL binlog
介绍一下go
go 的调度模型
介绍了一下部门
最近学习的东西
在线写一个LRU
如何加锁
50 min
在线写hashmap
介绍项目
http 请求和响应头
https 建立连接的过程
go GC
对阿里的看法
给了建议，代码细节需要多注意，平时要多做单元测试
60min
自我介绍
项目
服务注册中心
有没有做过被实际应用的软件项目
熟悉的技术
mysql为什么用B+树
如果硬盘的随机访问性能大幅提升，mysql 的存储结构能否优化
其他的存储结构？哈希表怎么存？
用哈希的方式，增删改查相比B+树有什么区别？
介绍项目组
三面结束后正好2周才联系hr面
自我介绍
读研吗
介绍一下校内成就？paper，奖学金，竞赛？
介绍技术栈
为什么选择golang
如何平衡学业和学习技术的时间
遇到技术难题怎么解决
倾向的城市？
还投了其他公司吗？流程到哪了？
期待在实习过程中获得什么
倾向哪种类型的公司？
生活中特别down的时候怎么调节
后续
hr面之后第二天就收到意向书了
许愿offer
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-新鲜的大厂面经~,"1.请说一下mysql的事务隔离级别。
由于我对这里比较熟悉，所以主要讲了一下“write skew“和“Phantom“,以及”repeatable read“和”snapshot isolation“，面试官显然对这部分了解不多，然后我又讲了一下mysql的mvcc和加锁策略，以及tidb的乐观事务模型。接着说了一下数据库如何实现ACID的，以及事务的调度算法。
参考《A Critique of ANSI SQL Isolation Levels》和《数据库设计与实现》。
2.简要说一下kafka。
主要回答了一下broker，分区，isr，储存方式，零拷贝。然后扯了一下zookeeper的设计以及zab协议。
参考《Kafka权威指南》《从Paxos到Zookeeper分布式一致性原理与实践》和《ZooKeeper: Wait-free coordination for Internet-scale systems》
3.算法题，leetcode 中等难度通过率31%
在指导下做出来了。
4.说一下go协程设计
由于自己用c实现过协程，所以答的很随意。讲了一下函数调用约定，栈布局，上下文切换，x86寄存器，又讲了一下用gcc的”-finstrument-functions”。然后讲了一下go的调度思路。
参考go源码runtime.schedule
5.说一下epoll
讲了epoll跟select的区别，然后回答了et和lt的区别以及使用场景。又回答了一下go的设计思路。
参考man 7 epoll和go源码 runtime.netpoll
1.讲一下raft算法
讲了一下leader选举，日志复制，应用到上层状态机这三部分。
参考《In Search of an Understandable Consensus Algorithm》
2.讲一下cap定理
回答了一下概念。然后结合 mysql(同步复制，异步复制),kafka(isr)，etcd(raft),zookeeper(zab)讲了一下各自是什么系统。
参考《ddia》
3.算法题 链表排序
先用插入排序做出来了，
让用快排做，不会做。
然后问时间复杂度，这个回答错了，
接着又让证明，结果又证明出来了个logN…
4.又问了一道算法题
很水的题目，忘记了。
5.讲一下fork原理。
背了几个步骤，回答了一下。
参考《深入理解linux内核》
6.如何设计一个朋友圈。
没啥思路，在指导下写出来了。
1.zab，raft，paxos协议的区别。
回答了一下raft，然后有点蒙也不知道回答什么。
2.讲一下canal
说了一下binlog的格式。
3.讲一下协程设计
同一面
4。一道算法题
跟数列有关的算法题，可能是想考察dp的，我直接推出了通项公式，代码也没写
5.go的hashmap如何实现的
讲了一下均摊扩容，然后问了一些很细节的问题，估计是看的某个issue。
6.实现一个hashmap
。。。。写了增删改查，扩容不会写。
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-秋招六轮,"阿里的二三面都是突然搞袭击，每次都是我刚睡醒 朦胧的状态面的试QAQ发挥都不太好
笔试 8月7号
第一题A了 第二题超时了才10% 可能是因为数组make了太多 触发了GC太多了吧
我刚睡醒就接到电话了 还是挺蒙的
基本上就是聊人生，聊你对公司的理解
聊学校的事情，聊聊技术。嗯 阿里的hr都是懂点技术的。。
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-后端社招面试经历,"介绍一下自己
问项目经历, 聊”数据同步”
接着聊上了 K8S 的项目
有没有什么钻研得比较深得技术？（我：kubernetes, golang, prometheus, java） kubernetes 的架构是怎么样的?
这个问题很大，拆成 apiserver、controller、kubelet、scheduler 讲了一下
golang 与 java 的比较
这个问题又很大，当时主要对比了 vm、协程支持、面向对象和泛型的区别、以及自己对各自使用场景的一些理解
golang 的 gc 算法
知道是三色标记，不过细节说不上来
从无限的字符流中, 随机选出 10 个字符
没见过也没想出来，查了一下是蓄水池采样算法，经典面试题，没刷题吃亏了
怎么扩展 kubernetes scheduler, 让它能 handle 大规模的节点调度
单节点提速：优选阶段随机取部分节点进行优选；水平扩展 scheduler 节点，pod 做一致性 hash 来决定由哪个 scheduler 调度
你有什么想问我的?
一面其实有点僵，我自己完全没放开，面试官对我的回答没有什么反馈和深入，都是”哦好的”然后就过了。所以我当时面完觉得自己其实已经挂了（我自己要是对***不感兴趣，有时候也就问完问题走个过场溜了），后来收到二面电话着实吃惊了一下。
先聊了聊项目
给 Prometheus 做了哪些改动？
自研配置中心, 具体做了哪些内容？ 有用过 MySQL 的什么高级特性吗?
这里不太理解，我问什么算高级特性，面试官就切换到了下一个问题
配置中心的核心数据表是怎么设计的?
为什么在业务里用 Redis, Redis 有什么优点?
单线程：并发安全；高性能；原语与数据结构丰富；采用广泛，踩坑成本低
对 Redis 里数据结构的实现熟悉吗?
说了一个 zset 跳表
用过 Redis 的哪些数据结构, 分别用在什么场景?
Java 初始化一个线程池有哪些参数可以配置, 分别是什么作用?
自己写的 Java 应用调优过哪些 JVM 参数, 为什么这么调优?
这个问住了，我只知道最大堆最小堆，开 G1，开 GC 日志以及 OOM dumper 这些基本的
用 Jetty 的时候有没有配什么参数, 为什么这么配?
Jetty QTP 等待队列配置成无限的话, 你觉得好吗? 会有什么问题吗?
用过 Linux Bash 里的哪些命令, 分别用它们干嘛?
一道笔试题: 需要在给的链接中作答, 不能 google, 不能跳出, 不能用 IDE:
题目是这样的：
启动两个线程, 一个输出 1,3,5,7…99, 另一个输出 2,4,6,8…100 最后 STDOUT 中按序输出 1,2,3,4,5…100
我: 我用 Go 实现吧
面试官: 不可以，用 Java 的 notify 机制实现
我: (还没意识到问题的严峻) 那我用 Java BlockingQueue
面试官：说不可以, 要求用 Java 的 wait + notify 机制来实现
我完全没写过 wait + notify，只能表示不会（菜鸡本鸡了）, 面试官说那行吧你可以用 go 写
最后用 go channel 实现了一版, 不过给的网页上不能运行代码，也不知道写得对不对，然后面试结束。
这一轮面试官延续了一面的风格，问完一题就赶忙下一题了，似乎没有表现出对我的回答有兴趣或认可。因此这轮面完，我又觉得自己挂了…
依然先聊项目 对监控警报的项目很感兴趣, 问了挺多细节, 最后问了一个问题: 现在要你实现一个语义不弱于 PromQL 的查询语言, 你能实现吗?
这里虽然看过一些 Prometheus 的代码，但其实对 PromQL 的 lexer 和 parser 部分没有细看，还好之前因为数据同步项目里想写声明式 Stream SQL 研究过一点 ANTLR，用 ANTLR 写语法 + AST 遍历塞查询逻辑给糊弄过去了。
问我觉得做得最深入的项目是什么
当然是数据同步（狗头）
聊数据同步项目（这个很符合我的预期，哈哈哈哈）
问 Linux 掌握得怎么样？
没有系统学习过，基本上是自己运维踩坑积累的
问 Golang 掌握得怎么样？
用了半年, 看过 effective go
问算法掌握得怎么样？
到图为止都可以
问最短路算法
只记得 dijkstra 了，描述了代码流程
k8s 掌握得怎么样?
不怎么样，没有自己写过 controller 和 scheduler，但是对概念都很熟悉，看过 xxx 这几部分的源码
k8s 的 exec 是怎么实现的?
这个问题正中下怀，之前写了 PingCAP 的小作业正好对这块特别熟悉
这轮聊得顺畅多了。同时发现蚂蚁的面试官似乎挺喜欢让你自己评价自己的：”你觉得自己 xxx 掌握得怎么样？”（只有五位面试官，样本不够大，不能作数哦），这类问题其实我慌得要死，怕自己吹过头了答不上来，面试挂了事小，丢了面子事大。早知道就预习一下怎么吹嘘自己了。
介绍一下自己
觉得自己基础知识掌握 怎么样
平时一般会用到哪些数据结构？
链表和数组相比, 有什么优劣？
如何判断两个无环单链表有没有交叉点
如何判断两个有环单链表有没有交叉点
如何判断一个单链表有没有环, 并找出入环点
TCP 和 UDP 有什么区别?
描述一下 TCP 四次挥手的过程中
TCP 有哪些状态
TCP 的 LISTEN 状态是什么
TCP 的 CLOSE_WAIT 状态是什么
建立一个 socket 连接要经过哪些步骤
常见的 HTTP 状态码有哪些
301和302有什么区别
504和500有什么区别
HTTPS 和 HTTP 有什么区别
写一个算法题: 手写快排
这一轮全程问的基础知识，基础扎实的话就没问题了，不过个人感觉有一点像校招的问法。
介绍一下自己
在 k8s 上做过哪些二次开发?
自己用 Helm 构建过 chart 吗？有哪些？
有没有考虑过自己封装一个面向研发的 PaaS 平台？
配置中心做了什么？
为什么不用 zookeeper？
配置中心如何保证一致性？ Spring 里用了单例 Bean, 怎么保证访问 Bean 字段时的并发安全？
用并发安全的数据结构，比如 ConcurrentHashMap；或者加互斥锁
假如我还想隔离两个线程的数据, 怎么办？
ThreadLocal，然后举了个例子
Golang 里的逃逸分析是什么？怎么避免内存逃逸？
这个不知道，认怂了
对比一下 Golang 和 Java 的 GC
答了一下 CMS、G1和三色标记，我对比的点是 JVM 有分代回收，Go 的 Runtime 没有，没能深入地讲
Golang 的 GC 触发时机是什么
阈值触发；主动触发；两分钟定时触发；
有没有写过 k8s 的 Operator 或 Controller？（我：没有写过）
谈一谈你对微服务架构的理解
大体思路”微服务本质是人员组织架构演进与关注点分离”
谈一谈你对 Serveless 的理解
大体思路”Serveless 是继 docker 与容器编排之后的又一次应用开发与基础设施提供方之间的边界划分”
你认为 Serveless 是未来吗? 为什么?
大体思路”是云服务的未来，把蛋糕从企业的IT、运维与中间件部门切走，形成规模效应，做得越多赚得越多；公司内的话 servless 能够帮助加速前台业务迭代，但对中后台的收益还看不到，未来可能会有比 servless 更适合中后台的架构”
面试官：最后你有什么要问我的？
我：为什么足足安排了五轮技术面，而且其中有两轮似乎和 k8s 没有关系啊？
面试官：我们觉得你做过的东西挺多的，各个方向都想让你尝试一下 (我的内心：……)
我：那这轮是最后一轮技术面吗？
面试官：不一定（我的内心：……)
五面最后的三个吹水问题我还挺感兴趣，可惜面试官只是听我讲，没有跟我讨论。还有就是问了面试官才知道，二面四面的面试官是 PaaS 平台那边的，因此主要问 Java 没有涉及到 k8s 和 go。
HR 面，之前就听说过阿里系的 HR 是来”闻味道的”（看你是否适合阿里的风格），而且有一票否决权。所以还是挺有压力的。
问经历 为什么要考虑出来看看呢？
金句：” 现在自己的技术成长有点碰到瓶颈，加上一直对您公司钦慕有加☺️ “”
现在公司的主营业务是什么？（这块往技术上问了很多，感觉是想考察我解释复杂问题的能力）
现在带人吗？report 层级是怎样的？
对自己这几年的经历满意吗？
觉得自己有什么缺点？
碰到过什么很挫败的事情吗？
未来的职业规划是怎样的？
看机会的时候，主要考虑的是待遇、平台、人员还是什么其他因素？
现在的待遇如何
有什么想问我的
整体聊了 40 多分钟，话题挺广的，面试官也说了系统部这边压力挺大的，优秀的人才才能留下来。个人觉得 HR 面里除了谈薪酬的部分没有什么可准备的，想说什么直说就行。因为到了 HR 面至少证明你的技术没什么问题，直说出来方便 HR 判断两边的价值观是否合拍，假如真的不合拍，那其实在 HR 这一面挂了比起进去之后再后悔又跳槽要好很多，毕竟大家都不喜欢频繁跳槽的简历。
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-非科班菜鸡的实习,"GMP模型是如何实现的
进程，线程，协程联系和区别
别的语言有协程嘛
一颗CPU，两个协程，其中一个协程在死循环，会发生什么
GC垃圾回收机制
和JAVA垃圾回收机制有啥区别
Channel底层原理
用Channel和两个协程实现数组相加
用协程实现顺序打印123
切片原理 和数组的区别
切片初始化问题
map什么内容不能成为key
map和sync map（读写问题）
看过啥底层包（net，sync等等）
懂不懂RPC。
项目怎么实现高并发高性能（我的项目内容就实现了个读写分离，协程池）
链表排序插入，二叉树找中间一段子树（题号437），层次遍历等等L网站初级或中级题目，
最难也就阿里笔试初级回溯算法了，（还有同学的腾讯笔试题目太难了，5道我就能写出一道题目），老老实实把简单题刷熟，真没想象中那么难。
排序算法，堆排序，桶排序，快排，二分查找等等手写，并且举例说出最优和最差情况
建议玩一天抓包，基本的内容也就熟悉了。
HTTP协议报文内容，常见状态码，挂了怎么办。
TCP三次握手，四次挥手，以及通信中间挂了怎么办。
TCP UDP报文格式以及区别，为啥要那些字段，分别能传输最大报文为多少。
OSI7层模型说说每层的常用协议。
ICMP,IGMP协议是怎么回事，怎么实现的。
为啥要IP还要mac。
常见路由协议。
ARP协议是怎么回事，报文内容有啥。
一个包怎么能从一台电脑到另一台电脑。
强烈建议多找找应用场景，怎么来构建数据库，不要像我只会增删查改。
ACID
隔离级别
备份还原
redis基本数据类型，RDB和AOF
基础查表建表问题。
linux下进程，线程实现，如何通信
常见命令ls,ps,df等等
grep写正则
僵尸进程，孤儿进程
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-春招实习阶段性总结（已OC）,"我首先就投了阿里云和字节后端，是正月初七开始投的，很多大哥年前就开始投了（太猛了）。都说字节效率高，但是我好久没收到面试通知（可能因为我菜）。阿里云的大佬们很快就约了我，我同时和云原生的三个团队进行联系，两个是容器的团队，一个是数据可视化的好像。（提前批可以广投当海王，然后最后选一个进系统）
流程最快的还是其中一个容器团队，最后我也收到这个团队的offer，所以我就说说这个团队的经历。
自我介绍
TCP/UDP区别，TCP拥塞控制流量控制
HTTPS原理过程
make原理
进程、线程、协程区别，各自结构，内存分配
分布式CAP模型
golang GMP模型
golang内存分配
golang GC(三色、写屏障、STW)
linux io多路复用(epoll、poll、select)
linux io流程(应用、文件系统、内核、硬件)
程序编译的流程、执行的流程、内部形态(深入理解计算机系统中有)
算法(合并升序链表、长数字划分多个可以被3整除的数)
（人生中第一次面试，答的自我感觉还算良好）
自我介绍
项目介绍
针对一个项目问（并发量、业务流程、我所做的工作、技术挑战点）
针对一个研究性质的项目问（怎么选择分类器、数据量、工作流程、数据结构）
JVM I\O时操作系统发生了什么
算法（链表是否有环、走楼梯）
（阿里的算法是真的不难，但是对项目是真的重视）
当时我在洗头，突然就来电话了，迅速三面
问我的每一篇论文分别是干啥的
每一篇论文做的东西分别啥
每一篇我的工作分别是啥
因为我的论文大多数是网络嵌入相关的，我就介绍了我主写的那篇我搭的神经网络的原则、大致结构、性能等相关的东西
还有研究性质项目上用的算法相关的问题
面试官直接通知我提前批通过，三月中旬等消息
3.5 进系统录信息，测评+笔试
3.8 下午时候突然又接到电话，三面面试官打来的，说要加一面
自我介绍
每个项目都简单介绍介绍
学习情况
实验室情况
论文情况
实习时间
然后最离谱的是让我用英文介绍TCP/IP协议栈，我直接以英文口语不好回绝了，有点离谱好吗
然后说挺不错的等下次面试通知，还有让我回去好好学英语
（然后就是漫长的HR面试等待，开始两周一催，后面一周一催）
奖项介绍
经历介绍
等等等
（感觉还是不错的，阿里云的HR面虽慢尤强）
百度度小满的面经先不说了吧，过程比起其他的顺利多了，等过几天想写的时候再加到后边，字节是和一个部门面试了一次，然后卡我简历，春招才告诉我挂了，然后得走春招流程参加笔试，然后参加了两次笔试了，还是没约面试（真的是我太菜了）。腾讯的更曲折，WXG三面挂、财经三面挂（该生基础扎实、算法能力强、逻辑能力强，但是建议读个研究生，建议不通过），还让我转C++，浪费我的感情，现在终于面了一个Golang的岗位了，PCG的，过几天看心情随缘分享吧，美团点评是用Golang去面Java后端岗，面试总之不是很舒服，毕竟转岗面试竞争大难度也大。总体总结一下，使用Golang面其他岗有点难，需要看的挺多，但是如果面Golang后端开发就很舒服了。
如果准备找工作，而且对Golang感兴趣，可以选择Golang，但是这个可以选择的岗位不是很多，终究和Java没法比，Java是只要努力了卷了就一定有收获，而Golang就是可以选择的岗位不多，需要专精需要广泛选择，综合能力跟上。我在春招期间真的收获挺大的，原来以为抗压能力还行，后来发现我的心态真的不如我想的好，就在等阿里HR面途中，腾讯搞人心态，而且也没有其他的面试通知时，真的一度超级难受，都开始重新拿起考研教材了，后来也是和朋友家人聊天缓解过来了，我一受挫就海投，什么京东、BiliBili、360、搜狗、小米等都投过，只是想拿个保底，毕竟Golang岗要想的确实比其他岗要多，不是卷就能成的。但是它们的流程似乎很慢，在收到offer后我就都拒了它们的邀请了，终于算躺平了吧。后边其他的面经随缘更新吧。
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-后端一二三面凉经::>_<::,"前面一直在问实习的和学校里的经历
三面搞得心态很崩 很晚了 面试官也一直好像不想问一样
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-阿里云实习面经,"40 min
自我介绍
项目
缓存穿透
分布式缓存：如果客户端想保存热点数据，如何设计？
热点数据如何从存储节点同步到客户端？是推送还是拉取？
更新数据库，如何保证缓存一致？
MySQL binlog
介绍一下go
go 的调度模型
介绍了一下部门
最近学习的东西
在线写一个LRU
如何加锁
50 min
在线写hashmap
介绍项目
http 请求和响应头
https 建立连接的过程
go GC
对阿里的看法
给了建议，代码细节需要多注意，平时要多做单元测试
60min
自我介绍
项目
服务注册中心
有没有做过被实际应用的软件项目
熟悉的技术
mysql为什么用B+树
如果硬盘的随机访问性能大幅提升，mysql 的存储结构能否优化
其他的存储结构？哈希表怎么存？
用哈希的方式，增删改查相比B+树有什么区别？
介绍项目组
三面结束后正好2周才联系hr面
自我介绍
读研吗
介绍一下校内成就？paper，奖学金，竞赛？
介绍技术栈
为什么选择golang
如何平衡学业和学习技术的时间
遇到技术难题怎么解决
倾向的城市？
还投了其他公司吗？流程到哪了？
期待在实习过程中获得什么
倾向哪种类型的公司？
生活中特别down的时候怎么调节
后续
hr面之后第二天就收到意向书了
许愿offer
Go开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】Go岗-暑期后端开发,"1、问项目
2、二分查找
3、etcd选举机制，etcd源码可以看一下
4、kafka为什么性能高，应用场景，实现功能
5、http状态码
6、http get，post区别，说一下什么是restful风格
7、TCP,UDP三次握手，四次挥手，time_wait作用
8、MAC，IP工作在哪一层，区别
9、mysql存储引擎，以及应用场景
10、mysql索引有哪些，b+树b树区别
11、mysql用什么进行错误分析与定位
12、linux常用命令，查看硬盘剩余空间；查看父进程；某个进程内存占满，如何查看；find，grep区别
13、你用过k8s和docker吗，说一下它们的使用场景
14、介绍一下你最有成就感的项目，介绍一下亮点，以及遇到的问题，以及是怎么解决的
以上顺序不一定是面试时候问我的，记不太清了
有些基础题一问就卡壳或者回答反，还是怪自己有些基础知识平时记得不太清楚?
总体下来1小时10分左右，因为最开始麦没调好，耽搁了五六分钟。
1、自我介绍
2、问项目，遇到哪些难点，怎么解决的。
3、聊了下研究生的研究课题。
4、我看你本科专业不是计算机的，为什么选择计算机？
5、熟悉网络、linux相关的东西吗？
6、你主要是用go语言，那你能介绍一下go的包管理工具吗？除了go mod还知道哪些？
7、问意向工作地点，可以什么时候实习，以及可以实习多久的时间？
反问：
1、技术栈有哪些？
后端python、go
前端vue
2、面试表现如何？
总共下来35分钟左右吧，时间不长。
Go开发岗
阿里巴巴面试

ㅤ普通",
