问题,回答,所属分类
【腾讯】客户端岗-音乐开发(终于圆梦!),"先在官网投了简历，过了一个多月都没有发起面试，后面在牛客上找了内推，果然，不到一个星期就接到了面试通知。于是开始佛系准备面试，因为不抱太大希望。
第一面是约的腾讯会议视频面，因为一开始约的那个时间刚好有事，所以后面重新改了时间，改在两天后。
因为是线上笔试+面试，所以刚开始先做笔试题，笔试题是一些Android和java基础的选择题，后面有4道代码题。
笔试后，开始正式面试。
1.项目细节
2.SharePreference说一下？
3.SharePreference内部怎么保证数据读取速度？
4.Http和Https的区别
5.Https怎么实现安全的加密传输？
6.Tcp三次握手和四次挥手的过程
7.单例模式
8.Android布局设计的场景题
9.你有什么问题吗？
暂时只记得这些问题了，因为隔了挺久了，还有一些问题忘了哈哈哈。
一面的面试官是个小姐姐，面试过程中很耐心听你回答，你问的问题她也会很细心地回答，对于有些问题也会引导你，面试体验非常好！
因为笔试题做的不是很好，所以没有抱太大希望。
一面过后两天，去官网查面试状态，状态变成了复试。于是，又等了四五天，等来了二面，二面的面试官是打电话过来的。打电话过来的时候我正在客厅看电视，接到电话后马上跑到房间，于是就开始了二面。
1.自我介绍
2.项目细节
3.跨平台开发的方法
4.Flutter和ReactNative的区别
5.安卓实现动画的方式
6.在实习的时候有什么收获
7.Activity的启动模式
8.Activity的前台生命周期
9.你觉得自己在Android开发上的优势
10.ANR的原因
11.IPC的方式
12.ContentProvider底层怎么实现数据共享
13.可以实习多久
二面也只记得这些问题了，可能漏了几个问题，想不起来了 ?
二面面完之后查了一下状态变成了面委会。
二面和三面隔的时间就比较短了，大概是二面过了三四天，就收到了三面的电话。
1.自我介绍
2.项目细节
3.GPU Render显示的柱状图的含义
4.Lottie动画的优势
5.算法题（两个线程依次打印奇偶数，说思路）
6.StringBuilder和StringBuffer的区别
1.自我介绍
2.为什么不考研
3.以后是留在深圳发展吗
4.你觉得自己的优势是什么
5.有面试其他公司吗
6.可以实习多久
7.你有什么问题
HR面试结束后大概五天后，就收到了腾讯的oc和意向书。 ? ? ?
总的来说，腾讯的面试体验还是非常好的，面试官也很好，会先问你会哪些东西，然后再细问。对于面试内容的话，面试要求的知识面要相对广一些。其次，对于项目要比较熟，因为要细问项目里面的知识和技术，并且会根据项目提到的一些点进行提问。
最后，感谢腾讯提供的面试机会。腾讯是我春招最后一个面试的公司，也是我春招第一个拿到offer的公司，感谢腾讯的包容和接纳哈哈哈。
腾讯是我一直梦寐以求的公司，算是圆梦了吧哈哈哈。最后，也希望各位兄弟不要放弃任何一点希望，因为付出了就会有结果。加油，祝大家都能收获自己心仪的offer!
客户端开发岗
腾讯面试

ㅤ普通",
阿里巴巴客户端岗开发面经汇总,"本系列将提供阿里巴巴客户端岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看阿里巴巴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈。
相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【阿里巴巴】客户端岗-iOS 五轮面经分享
1. 【阿里巴巴】客户端岗-iOS 五轮面经分享
2. 【阿里巴巴】客户端岗-Android社招面试经历
2. 【阿里巴巴】客户端岗-Android社招面试经历
3. 【阿里巴巴】客户端岗－阿里健康三轮游
3. 【阿里巴巴】客户端岗－阿里健康三轮游
4. 【阿里巴巴】客户端岗-Android研发工程师真诚回馈
4. 【阿里巴巴】客户端岗-Android研发工程师真诚回馈
5. 【阿里巴巴】客户端岗-ios工程师社招面经
5. 【阿里巴巴】客户端岗-ios工程师社招面经
6. 【阿里巴巴】客户端岗-蚂蚁金服凉经
6. 【阿里巴巴】客户端岗-蚂蚁金服凉经
7. 【阿里巴巴】客户端岗-时间稍显久远的菜鸟面经
7. 【阿里巴巴】客户端岗-时间稍显久远的菜鸟面经
8. 【阿里巴巴】客户端岗-一年安卓面试经验分享~
8. 【阿里巴巴】客户端岗-一年安卓面试经验分享~
9. 【阿里巴巴】客户端岗-渣本android秋招总结
9. 【阿里巴巴】客户端岗-渣本android秋招总结
10. 【阿里巴巴】客户端岗-安卓暑期实习
10. 【阿里巴巴】客户端岗-安卓暑期实习
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-iOS 五轮面经分享,"感觉牛客很少看到iOS的面经了，今天收到了阿里的意向书，来分享下面经，希望大家都Offer++~！
总体感觉面试官都非常好，会提前沟通面试时间，交流沟通顺畅，团队也切合。
面试主要问基础知识+实习项目经历。
Objective-C和Swift对比，安全性体现在什么方面？
你觉得苹果在设计OC和Swift时候，都有哪一些考虑？为什么这样设计，这两门语言。
有没有读过iOS相关的源码？
RunLoop
RunTime
@property 调换顺序之后是否会重新编译
是否看过第三方库的源码，说一下设计巧妙的地方
你们写的App中，有没有遇到什么大的bug，是怎么调试的？
Block
两个链表判断成环
你有什么优点和缺点（突然问个非技术问题hhhh）
Block循环引用，怎么解决
不可变量进行Copy 深拷贝，还是浅拷贝
@property 哪些关键字
GCD有哪些类型
串行和并发队列
队列的优先级
JSPatch 怎么做的，原理是？
Google Summer of Code 主要是做了什么事情？
卷积神经网络原理？怎么减少参数的？
你们的APP是怎么分工的？你主要做的什么？怎么设计的，可以说一下吗？
你们的APP相对于市面上已经有的APP，有什么样的优势？集成以及一些新的功能。
平时是怎么学习iOS的？
JSPath的原理，热修复是怎么做的？热修复如果用Python的话要怎么做？
你们APP的优势体现在哪里？为什么做？
相似照片算法是怎么样的一个过程？
说一下你的一个项目？需求是什么，遇到的问题是什么，你是怎么解决的？
快速排序
源代码到可执行程序的过程
词法分析做什么？
卷积神经网络的原理，怎么减少参数的? 卷积核
ARKit 了解吗？
实验室工作，技术问题
其他的忘记了
交叉面。主要是根据项目进行询问。
点击APP启动过程
MVC中C的理解
JSPath，是如何实现的？
百度实习的难点
未来的计划
A-B-C 三个任务分别指向，如何控制顺序？
其他的忘记了
交叉面。主要是根据项目进行询问。
豆瓣和百度的不同风格
架构上的区别
怎么保证界面的流程性？
UI优化
数据优化
如何用Core Graph画圆
你自己的APP用的什么架构
IP 地址用 int 保存和读取转化（当时。。卡住了，Python写多了都忘记了int第一位是符号位）
APP的相似照片检测算法
相似还是相同
性能怎么样
人脸识别能做吗？
除了 iOS 还学了别的什么吗？（那很多了……）
其他的忘记了
HR面一半时间都是在问技术。
讨论下详细的APP设计（讨论了很久）
多线程是怎么选个数的？有没有大小的限制？
未来的职业规划
希望有帮助，十月大家一起加油呀~！希望大家都Offer++~！
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-Android社招面试经历,"1、Activity的启动模式。
（1）启动模式主要包括: standard, singleTop, singleTask, singleInstance.
（2）标准模式在每次启动时, 都会创建实例; 三种单例模式, 会根据情况选择创建还是复用实例。在Activity启动中, 创建实例的生命周期: onCreate -> onStart -> onResume；重用实例的生命周期: onNewIntent -> onResume。
（3）在AndroidManifest的Activity中，使用launchMode属性，可以设置启动模式，默认是standard模式；
2、Activity是如何缓存的？
3、Android的Service的生命周期有两种启动方法，有什么区别？
4、怎么保证service不被杀死／进程保活？
（1）Service设置成START_STICKY（onStartCommand方法中），kill 后会被重启（等待5秒左右），重传Intent，保持与重启前一样
（2）通过 startForeground将进程设置为前台进程，做前台服务，优先级和前台应用一个级别，除非在系统内存非常缺，否则此进程不会被 kill.具体实现方式为在service中创建一个notification，再调用void android.app.Service.startForeground(int id,Notificationnotification)方法运行在前台即可。
（3）双进程Service：让2个进程互相保护，其中一个Service被清理后，另外没被清理的进程可以立即重启进程。
（4）AlarmManager不断启动service。该方式原理是通过定时警报来不断启动service，这样就算service被杀死，也能再启动。同时也可以监听网络切换、开锁屏等广播来启动service。
5、动画有哪几类，各有什么特点，请简单分析下属性动画的实现原理。
6、请简述Handler／looper机制。
7、请介绍下activty的加载过程。
8、请分析下Android的事件分发机制，请详细说下整个流程。
（11）Activity是事件的起点，事件分被封装成MotionEvent对象发给Activity的dispatchTouchEvent方法。
（2）dispatchTouchEvent内部会把事件传给setContentView指定的布局，即根布局ViewGroup。
（3）根布局的dispatchTouchEvent在接收到事件后调用onInterceptTouchEvent方法。
（4）onInterceptTouchEvent方***判断是否拦截该事件，如果拦截就将事件传给onTouchEvent方法处理。不拦截就直接把事件传给子控件。
（5）onTouchEvent方法负责处理事件，返回值决定是否要消费掉该事件，返回true表示以后由此控件来处理该事件，返回false表示以后也不再接收该事件。
（6）当所有控件的onTouchEvent都返回false时事件由Activity的onTouchEvent来处理。
9、请分析下View的绘制流程。
10、请简述Android IPC机制及Binder原理。
11、请简要阐述下你对ClassLoader的理解／双亲委托机制。
12、请介绍下你知道的插件化框架，原理和框架。
13、请介绍下你知道的热修复框架。
AndFix、Dexposed、微信的Tinker、手机QQ的QFix和RocooFix。
14、如何加快冷启动速度？
15、Android开源框架用过多少？知道他们的具体实现吗？
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗－阿里健康三轮游,"首先是问项目，项目里用到的东西一定要自己熟悉，问得很细。比如登录系统之后，下次自动登录怎么获取个人信息（token，具体的问题描述我忘了，就这个意思吧）
然后安卓基本知识，不算多，和我用到的相关：
listview
asynctask
Service
Activity通信
mvc（没用过 直接跳过）
项目里用到什么设计模式
java：
stringbuffer、stringbuilder（stringbuffer用的是悲观还是乐观锁）
final finally finalize
integer 127==int 127 true，integer 128==int128 false 怎么实现（应该是这样，具体的描述忘了，我不会，面试官说了装箱拆箱，应该和这个有关）
静态内部类、非静态内部类
hashmap底层结构，插入删除的时间复杂度
数组、链表
如何实现线程同步
notify、notifyall
乐观锁、悲观锁
linux：
敲完指令底层过程（完全不知道
算法：
冒泡、快排时间复杂度
快排怎么优化
没问别的算法题。
只记得这些了，但是不止这些。
最后还总结了一下我的面试过程。
总之就是特别友善，也感觉到自己的很多不足。
不知道现在挂没挂，反正，特别喜欢这种面试体验！
二面相对来说技术问题少了好多
1、项目问题，实现哪些功能，怎么网络通信
2、研究生项目，给他介绍了我的项目（和安卓无关）
3、JVM内存垃圾回收知道的都讲讲
4、android中内存泄露怎么解决
5、工作地点（部门在北京，我想去杭州）
6、实习时间（我说7.8两个月 他更希望三个月以上）
就没了！就没了！
感觉就是了解一下我
1、项目，登录功能实现
2、研究生课题
3、数据结构了解哪些
4、两个栈实现队列，遍历
5、hashmap底层结构，为什么这么设计
6、安卓四大组建项目中用到哪些
7、broadcast receiver了解哪些
8、fragment生命周期，和activity对应，有没有试过打印生命周期
9、自己坚持过最久的一件事
  我说学习，他问别人也在学，我和别人有什么差别。随便糊侃
10、遇到的最大的挫折 我总结了一下人生经历，说都比较平顺
反问：是否只有北京有客户端，leader告诉我2-3年肯定能在杭州发展阿里健康客户端，而且阿里内部也很支持调岗。
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-Android研发工程师真诚回馈,"本人CS水硕一枚，由于以前本科的老同学在阿里，春节过完后，就把简历发给了他，让他帮着内推下阿里。具体部门是阿里淘宝。全程都是远程电话面试。下面是面试记录
起手式:自我介绍
介绍下简历上的项目
线程池的使用，线程池如何实现的，线程池的原理
Thread 的join 函数的作用
java 线程间通信的方法有哪些
Android handler 机制，源代码
juc atomicInteger 类为什么能保持线程安全,普通的变量为什么不能保证线程安全
java 内存模型（问了我有没有阅读过JSR 133的官方文档？并没有，很惭愧，感觉学的路子有点野）
java 内存分区
concurrentHashMap 的原理
100以内,10万以内,10万到无穷个数，三种情况排序，选择排序算法
你有什么要问我的?(问了一些技术相关的问题)
一面是在过完年后回实验室第一天就面了,过了年，很多知识都忘记了，回答得比较一般，所以码代码这事儿，真是和医生的手术刀一样，要天天摸着才是好。
一面和二面隔得确实比较久，期间让老同学帮我查了进度，所以喊我再等等。三周后，迎来了阿里二面。二面的面试官是手淘的负责人,面试中给人一种感觉是比较开放，自由的,感觉到了一种高水准技术流派的画风。
愿意不愿意来杭州
自我介绍
java的gc（gc工作原理，gc回收机制,gc内存分配）
http和https区别
http报文结构
http 报文头部含有什么
你最拿手的项目是什么（回答了和同学做的开源项目,并且介绍了如何做的）
手写代码:跳台阶问题
你有什么问题要问我吗?
三面是淘宝技术部的老大，整个人感觉思维缜密，对细节很注重。
自我介绍
问项目，问有没有看过项目里面的底层源代码
Nodejs 到了什么水平，大致说下对Nodejs的理解
你有什么问题要问我吗？
交叉面是阿里北京部门的，当时接到面试电话的时候，还是有点惊讶，没有做好交叉面的准备，感觉交叉面就面得不那么理想
自我介绍
SS助手是什么项目，大致说下
有实习经历吗
白盒是个什么概念？白盒的安全性依靠什么保证？白盒可以用于网络流传输吗？
ImageLoader的框架，淘宝app图片的缓存设计方案（没有回答上来）
你有什么问题要问我吗？
风景如画的小姐姐，说话很温柔，问了些和生活，个人规划相关的问题。
你对阿里面试官的印象如何？你从面试官上学到了哪些东西
你每天的生活安排是什么样子的？
你为什么选择来阿里？
阿里的开源框架用了哪些呢？说说weex？
你以后的技术规划是什么样的？
你最有成就的项目是哪个？
为什么选择android开发？
为什么选择nodejs开发作为第二条技术路线？
你有什么要问我的吗？（问了面试官入职培训）
hr面10天过后，收到了实习生offer。
总结：阿里的面试战线会比较长，在间隔期间，要好好做好准备工作。阿里面试比较注重基础，项目和实践能力。阿里的面试官们都很nice，有些问题记不起来了会说没有关系，也会主动和你探讨一些问题，很赞。
写在最后：春招就告一个段落了，首先感谢在各个公司的同学，实验室的学长，帮我内推，也很热心地回答问题。感谢在阿里的老同学，很早就喊我投简历内推了。同时感谢牛客，在上面获取到了很多资源，希望社区越来越好。同时祝在找工作的同学，都能得到满意的结果，在今年秋天迎来丰收的果实！
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-ios工程师社招面经,"自我介绍
• 提高增删改查的效率手段
• 数据库同步
• 进程之间通信步骤
• http和https有什么区别
• 传输层的优化协议
• 了解哪些设计模式（我：所有设计模式，面：哦？）
• 讲一下工厂模式
• 工厂模式和抽象工厂的区别
阿里巴巴二面
• 简单聊了几个项目的内容
• 要求共享桌面看项目代码
• 讲述项目的架构过程和细节
• 如何进行项目瘦身
• 写冒泡排序（写了三个版本）
自我介绍
• 封装一个字符串逆序的API
• A、B、C、D四个线程，A、B、C执行完毕之后，D执行，且A、B、C同时进行
• A、B、C、D分别添加执行时间
• A、B、C中都修改一个资源
• 线程之间的通信步骤
• 讲一下开源框架的源码
• 既然说到AF，那么说下基本的NSURLConnection和NSURLSession的区别
• 用一件事说明你对iOS的热情
• iphoneX推出，我们应该在哪些方法做改变
• WWDC11上面说了什么改变
面：这是我今天听过的最简单的自我介绍
我：严肃脸
对自己的认识
• 享问作为一个创业项目的细节
• 背景
• 成员管理
• 如何运营
• 技术难点
• 未来发展
•工作的具体经历
• 为什么没有选择去大企业工作
• 如何理解iOS系统
• iOS和andriod在性能上又和区别，具体到实现呢
• 设计模式是如何在iOS中体现的
• 如何去优化项目
• 用三个关键标签定位自己，并说出充分的依据
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-蚂蚁金服凉经,"介绍一下项目
项目中怎么优化网络传输
讲一下rxjava实现
讲一下app的启动源码
服务的两种启动方式
讲一下广播
广播之间能传送对象吗?
讲一下app之间有几种交互方式
介绍一下自己
介绍一下最近的一个项目
讲一下内存泄漏怎么优化的
android两种虚拟机ART和Dalvik
讲一下ipc有几种形式
讲一下view的事件体制
讲下reactnative
讲一下热修复
讲一下组件化开发
讲一下红黑树
估计凉了，回答的不是很好
先自我介绍一下吧
介绍一下做过的项目
蓝牙的连接过程
wifi怎么处理多连接设备
tcp\ip是基于java还是底层调用
长连接和短连接的差别
tcp\ip七层模型（这里我没听清，其实问的是OSI七层，但是我没听清。。。想着tcp怎么也有七层了，傻了，就回答不知道）
怎么处理LIstView过程中的Item复用，能具体到实现原理方面说嘛？
有什么问题想问的吗（我问了他们的具体业务，还有对我的面试做一个评价）
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-时间稍显久远的菜鸟面经,"前段时间收到了意向书邮件（有一段时间了..）,最近整理了一下自己之前的所有的面经，回馈一下牛友（可能现在没啥用了- -）
时间稍微有一些久远，我四面的所有问题就合在一起了。
1.问了很多实习项目的问题，包括实习期间做了什么，遇到的难点，怎么克服的？有没有和产品产生矛盾….?
2.还有一些我参加的比赛做的项目的问题，包括项目主要担当什么角色？作了什么？最令你难忘或者收获最大的是什么？（项目和实习聊了很多，问的很深，一面二面就项目估计问了有1个多小时）
3.计算机网络
https的连接过程，数字证书。
TCP的三次握手，四次挥手。
对称加密和非对称加密的区别以及应用。了解哪些常用的加密算法？能简单介绍一种吗？
4.操作系统
死锁是什么？发生的条件？如何尽可能避免。
消费者生产者模型
5.Java相关
HashMap说一下？get流程？线程安全吗？如何选择线程安全的容器？
Java的多态与实现
GC算法？老年代和新生代使用了什么算法？
一个类的实例从new开始的过程
Java你知道的实现线程安全的方式，每一种方式的特点
synchronized的锁优化
6.Android相关
Android7.0，8.0，9.0有哪些代表性的更新
说说Android中的Context是什么？哪些实现？这些实现的区别？
点击一个App图标的启动过程
View的事件分发机制
View如何渲染到屏幕上
你有没有用过什么开源框架？他的源码或者设计模式了解吗？
缓存有了解过吗？让你自己实现你会怎么实现？
Handler简单说一下？让你自己说的话你认为哪些点不容易意识到，或者说哪些地方比较绕一点在你看源码的过程中
滑动冲突解决
7.其他
了解菜鸟吗？知道我们现在在做什么（自己经常看IT业内新闻，可能这个地方说的比较好，也和顺丰京东物流作了一个横向对比）
如何体现你的自学能力（我是机械跨专业的，把我自己的历程说出来其实已经体现了）
平时如何自学（视频，博客，论坛，Google，Github…）
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-一年安卓面试经验分享~,"1.询问了我博客上写的一些东西，从项目立意谈起，到设计，再到详细的技术实现，由于自己写的博客还是比较熟悉，回答的还不错
2.GLSurfaceView的相关知识，OpenGL，Shader，绘制流程
3.当前做的项目，以及到具体的实现和优化
4.多进程间的通讯，Binder机制
5.询问看过哪些框架源码，EventBus，Volley讲了一下
大概聊了一个小时左右，聊得还可以，基本上都回答上了，中间给了我很多建议，不懂的地方，也会仔细跟我讲解一番，其实有一半的时间都是跟我聊产品，为什么这个产品好，怎样做才能迎合市场，然后怎么设计整个产品等，感觉跟我现在水平不是一个层次的，果然，第二天就给我发了一封邮件，说我现在暂时不太合适投递的岗位。
自己对于互联网有一些小小的见解：随着资本的冷却，整个互联网市场也逐渐的冷静下来。
归根到底并不是工作难找了，而是iOS应用开发工程师这个职位已经趋于正常，再也不是没什么技术也能拿高工资的香饽饽。当然这个也不是绝对的，对于中高级的开发人员来说，市场还是比较缺少的，尤其是知名企业对于招聘员工来说，不仅要求有过硬的技术，还要求有高素质，好的教育背景等等。总的来说，高工资可以给你，但是前提条件是你要足够优秀，或者说让面试官觉得你很优秀。
其实面试过程就是一个把你自己推销给别人的过程，对于毕业不久的同学来说就是要让面试官感觉你技术好，有培养价值。感慨有点多了，还是来点干货吧，大概列举一下每一轮面试的大概范围和深度，但是也不是绝对的，还是要看具体情况。
对于社招的同学来说，基本上不需要笔试，但是也有公司是需要的。笔试都是比较基础的一些知识，Java、Android等方面的，一般不会有网络，计算机等方面的笔试，一般情况下大家都能答出来。
近一段时间的面试经历来说，一、二面的问题没有什么很大的区别（公司基本上都有3面技术面，但是也有例外，我在美团就是2面技术面），基本上都是一线开发人员。主要考察你是否有牢固的基础知识和是否在平常开发中能熟练使用。是否能讲解清楚你所做的项目，以及使用到的相关知识。
一般公司都是三轮技术面，但是也有四轮技术面的，不过不多。很多公司基本上每一轮面试官都会录他所询问的问题，以便给下一轮面试官作参考，还有就是避免对同一个知识点多次询问。所以到了这轮面试，基本上不会再询问比较基础的知识。会从两个方面考察：
基本上到了这轮，你就算通过面试了。hr会询问一些你的经历，最主要的还是和你商定薪资待遇。
在这轮，大家应该要对自己的薪资水平有一个大体的了解，一般都是在原来的工资基础上增长20%~30%的样子，当然，如果你在面试过程中表现非常优秀，也可以不受这个限制。当然如果公司诚心要你，就算你要的工资过高，hr也会委婉的告诉你，不会直接把你pass。
我觉得选择公司应该从以下几个方面来考虑：
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-渣本android秋招总结,"（刚刚面完腾讯一面十分钟电话突袭）
final关键字
重载重写 返回值如果不一样方法签名和列表一样会出现什么 为什么
抽象类和接口 抽象类能不能继承普通类
jvm分区 栈溢出是什么 栈里面存了什么
子线程如果出现异常会怎么样
说一下sychronize的实现的机制 说一下volatile有什么用
wait notify notify之后之前wait的代码是从哪里开始执行的
wait不在同步块里面执行会怎么样
Reentrantlock用过吗 和sychronized有什么区别
内存泄露有哪些场景
问怎么恢复acticity状态 哪些方法 oncreate里面能恢复吗 和重写那俩方法恢复有什么区别
view的 measure onmeasure什么区别 on draw draw dispatchdraw什么区别
剩下估计还有很多……但是当天晚上阿里一面已经是我第五场面试了，脑袋确实比较疲劳，晚饭也没吃，很多问题不记得了，淘宝面试官不停的问确定吗确定吗，第一次碰到这。。确实招架不住，当天面完感觉已经凉了（这种情况一般是面试官想看看你是不是真的会。。因为有些人（比如我）可能是背下来的知识。。被这么一问……震住就慌了。。）
（午觉时候电话突袭） 挂~
讲一下项目，遇到什么问题
tcp udp区别
framelayout relativelayout有什么区别
写个算法题，比如大学里面那种c语言程序，return0 就退出了，为什么你写的andriod app 一行一行代码执行了不会退出？
两个线程交替打印
三次握手 第二个包丢了会咋样？
对android什么地方最熟悉
bitmap存储的位置 安卓几个版本有什么不同？
答的不好，总结原因主要是自己在安卓方面储备还达不到阿里的标准，加上是刚刚开始面试，阿里一面是我开始秋招第一天就面了，二面也就过了几天，准备不充分，加上自己很菜，安卓很多问题还没来得及学习，只对自己在公司用过的东西有理解，没用过的都停留在背诵概念的阶段，淘宝面的有很多安卓源码的东西都没有回答好，后面就疯狂恶补……虽然福报厂挂了，但是也对后面的面试起到了帮助作用。
客户端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】客户端岗-安卓暑期实习,"春招快结束了，眼看大家也都收到了自己满意的 Offer，本 Android 渣渣（双非本科）也很幸运在前几天（PS: 面试周期长，等得要哭）收到了阿里手淘无线事业部的意向书，按照惯例分享一下自己的面试经历，希望能够后来的同学一点帮助。
客户端开发岗
阿里巴巴面试

ㅤ普通",
美团客户端岗开发面经汇总,"本系列将提供美团客户端岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看美团面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接。
不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【美团】客户端岗-iOS到店事业群
1. 【美团】客户端岗-iOS到店事业群
2. 【美团】客户端岗-安卓三面(实习)
2. 【美团】客户端岗-安卓三面(实习)
3. 【美团】客户端岗-提前批一二面+HR面
3. 【美团】客户端岗-提前批一二面+HR面
4. 【美团】客户端岗-美团买菜二面面经
4. 【美团】客户端岗-美团买菜二面面经
5. 【美团】客户端岗-安卓0基础提前批
5. 【美团】客户端岗-安卓0基础提前批
客户端开发岗
美团面试

ㅤ普通",
【美团】客户端岗-iOS到店事业群,"没有自我介绍 直接开始
客户端开发岗
美团面试

ㅤ普通",
【美团】客户端岗-安卓三面(实习),"1h
1.问我现在学了什么， 巴拉巴拉，然后问我这个学期学的网络安全(这个学期课没听)，我说在实训没上多久.，就上了两节课，然后又问我再实训什么，Springboot，讲一下( ememem,我也没听，在准备面试?)，尴尬赶紧引开
2.七层模型
3.讲项目，问项目，数据采集，设计模式
4.http与https  区别加密具体过程
5.线程池
6.如何创建线程
7.线程进程区别
8.算法反转
9.大数和(链表)，在上一题基础上
10.对客户端的了解
11.问了一下美团客户端语言  Java
4.14  1h
1.介绍项目
2.Java读写锁，AQS原理
3.设计模式
4.你对注解的理解，注解的作用
5.注解的原理
6.进程间的通信
7.进程的状态及转换
算法:栈实现队列
手写模板方法设计模式(前面我讲过的讲过)
听完项目介绍没提问，一直问基础
4.14 晚上6点
1.你没有安卓基础，那就来写道算法吧
一组数理过半数的数，不能用暴力，用摩尔投票只通过0.85面试官说用摩尔投票不行(可能没有就返回0)面试官引导快排思想写完代码但没通过，说了一下思路
2.问concurenthashmap原理，用过吗，没
3.问实习时间
二三面没录音，就记得这些了
反问:多久结果，半个月内，养备胎
面试官:转安卓挺好的，没有后端卷
我:太真实了，我有点动摇了
xdm，要是发了offer，转不转，给点建议
更新4.27直接发了offer
客户端开发岗
美团面试

ㅤ普通",
【美团】客户端岗-提前批一二面+HR面,"大概在45min左右
自我介绍
问实习经历 遇到的困难怎么解决
计算机网络
网络结构模型
为什么分层
三次握手
为什么是三次握手
tcp udp 的区别
url输入到浏览器返回页面的过程
操作系统
进程间通信
死锁的产生怎么破坏死锁
jvm
jvm内存划分
int Integer 存放在哪里
垃圾回收算法及区别
java
面向对象的三大特性
多态有什么用及怎么实现
接口和抽象类的区别
string stringbuilder区别
list set区别
volitale 有什么用 volitale i++的时候是否线程安全
进程线程区别
单例模式 面试前背了好久但还是写错了QAQ 难受死了
链表中环的入口 lc142 如果可以写不需要额外空间的
我一开始写成判断是不是环了，好在面试官提示了
反问
RN 和 flutter 怎么做的技术选型
40min左右
技术问的比较少，主要是一些软素质的问题
聊怎么学习 10min
剑指52
数组实现队列
hashmap concurenthashmap
聊项目怎么沟通和一起开发的人
反问
hr面 0811 大概12分钟左右
先自我介绍
聊了聊项目
那个是印象深刻的为什么
那个项目成长最大为什么
投了那几家公司，意向排序是什么，为什么这么排序
反问
客户端开发岗
美团面试

ㅤ普通",
【美团】客户端岗-美团买菜二面面经,"（牛客视频面 70min）
1、项目相关
（1）计步传感器
（2）长连接
2、进程和线程的区别
3、Android中进程间通信方式
4、有使用过AIDL吗
5、并行和并发的区别
6、什么是死锁
7、如何避免死锁
8、UDP和TCP的区别
9、UDP和TCP的应用场景
10、TCP的三次握手
11、HTTP协议中GET和POST的区别
12、HTTPS的加密是如何实现的
13、对称加密和非对称加密的优缺点
14、客户端最开始是怎么拥有非对称加密的公钥和私钥的
15、JAVA相对于C语言的区别
16、面向对象的语言的优点（解决了面向过程的什么问题）
17、JAVA如何实现跨平台的
18、堆和栈的概念，分别用来存放什么数据
19、重写与重载
20、被static修饰的变量、方法、类的特点
21、强引用和弱引用的区别
22、弱引用通常用于解决什么问题
23、平常开发中有遇到过内存泄漏吗
24、你是如何学习Android的
25、Android四大组件是什么
26、四大组件的作用
27、Android持久化方式
28、如何把密码安全的保存在本地？不让别人通过各种各样的方法得到这个数据？
29、有了解过IntentService吗
30、如何实现：在A页面传递一个数据给B页面，同时等待B页面的返回结果
31、编程题：十进制转七进制
（牛客视频面 43min）
1、你对未来的规划是什么？
2、你未来工作的方向是什么？
3、毕业以后希望去哪个城市工作？
4、算法题：手写一个sqrt，精确到1e-10
5、专业课都学过什么啊？
6、进程间通信方式有哪些？
7、说一下Java的垃圾回收机制
8、标记-复制算法有什么好处？
今天是4.7，二面完到现在还没有消息，估计是凉了吧。
客户端开发岗
美团面试

ㅤ普通",
