问题,回答,所属分类
【阿里巴巴】Java岗-淘宝特价版实习,"1.简单介绍下自己的学习情况，怎么学习的，有哪些技巧吗，课余时间怎么安排的
3.说说的自己的项目（开始聊项目）
3.说下对java继承、封装、多态的理解
4.谈到了设计模式，说下常见的设计模式
5.工厂模式详细介绍一下
6.java中常见的集合类
7.ArrayList和LinkedList的区别
8.如果要保证线程安全该怎么做
9.说一下hashmap和concurrenthashmap
10.java中还有那些线程安全的集合
11.hashtable和concurrenthashmap哪个效率高
12.了解多线程吗?怎么实现，有没有用到代理模式？
13.了解线程池吗？
14.简单说下jvm和jmm
15.你知道的数据结构有哪些
16.说下你对红黑树了解哪些
17.你了解过那些中间件呢（redis和RabbitMQ）
18.分别是做什么的呢
19.假设此时有大量无效请求，redis中找不到，直接去查数据库，导致数据库负载上升，该怎么办
20.然后开始聊项目，聊学习，聊在学校的经历
二面是p9面，感觉一面更重基础，二面明显有深度
1.我看你的项目有用到了算法，用的什么算法，怎么用的呢
2.有发表过论文吗？哪个期刊？第几作者
3.论文具体是哪块呢？你们做了什么改进
4.简单说说你对神经网络的理解
5.你现在用那个版本的jdk（答8和15）
6.你了解过这两个版本的jdk有什么区别吗
7.mysql数据库引擎有哪些？之间又有什么区别
8.可以说下数据库范式吗？
9.回表了解过吗？
10.索引为什么快？所以i你的数据结构（答B+，随之又问还有吗？）
11.如果让你给B+树下一个定义，你怎么下？
12.说一下数据库隔离级别
13.说一下脏读和幻读
14.可以简单说一下http吗
15.http1.0和http2.0的区别
16.concurrenthashmap说一下，它是如何保证线程安全的？
17.是如何保证线程安全的？
18.简单说下多线程和线程池
19.我看你学习还可以，平时怎么规划呢
20.身为一个本科生，是如何进入到研究生的实验室的？
21.考研吗？为什么不考？
接到消息二面已过。希望能够拿到实习的offer吧
Java开发岗
阿里巴巴面试

ㅤ普通",
美团Java岗开发面经汇总,"本系列将提供美团Java岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看美团面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【美团】Java岗-四面美团，收割 offer
1. 【美团】Java岗-四面美团，收割 offer
2. 【美团】Java岗-外卖配送事业部实习面经
2. 【美团】Java岗-外卖配送事业部实习面经
3. 【美团】Java岗-一份美团外卖的隔夜烤面筋
3. 【美团】Java岗-一份美团外卖的隔夜烤面筋
4. 【美团】Java岗-优选后端开发一，二面+HR面
4. 【美团】Java岗-优选后端开发一，二面+HR面
5. 【美团】Java岗-点评社招凉筋
5. 【美团】Java岗-点评社招凉筋
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-四面美团，收割 offer,"美团我是在拉勾网上投的简历，之前也投过一次，简历都没通过删选，后来让学姐帮我改了一下简历，重新投另一个部门，获得了面试机会。
10月23日中午HR打电话过来预约了下午4点半面试，说会在线写代码，让我准备好网络环境。结果5点半还没打电话过来，被放鸽子。与hr重新沟通过后，确定下周一下午再面，可是跟hr沟通预约这一套貌似在美团并没有什么用。
晚7点，因为想到下周一才面试，我刚准备出去打个羽毛球，北京的电话就来了。面试官各种抱歉，说开会拖延了。
1、自我介绍
说了很多遍了，很流畅捡重点介绍完。
2、问我数据结构算法好不好
挺好的（其实心还是有点虚，不过最近刷了很多题也只能壮着胆子充胖子了）
3、找到单链表的三等分点，如果单链表是有环的呢
用快慢指针，一个走一步，一个走三步。如果有环，先判断环在哪，找最后一个节点，然后用之前的无环的做法
4、讲一下项目的架构
我重点讲了MVC
5、说一下你熟悉的设计模式
我重点讲了单例、工厂方法、***
5、有没有配置过服务器啥啥啥
这个我真不知道，都没听过呢，只能诚实说没有，毕竟都没法扯。
一面挺匆忙的，我估计面试官刚开完会还没吃饭呢。他说让我等，可能再找一个同事面我，可能就直接告诉我结果了。从一面面试官的声音和口吻，我判断他一定是个部门老大，问的设计偏多，后面hr告诉我他就是我要去的部门的老大。哈哈。
美团技术二面60分钟，详细问答
面完一面正准备出去打羽毛球，北京的电话又来了。（注定这周五参加不了球队活动了！）
跟一面比起来，二面面试官的声音听起来就像是搞技术开发的，果不其然，一个小时的纯技术电话面试！面的特别全面！
1、Spring：有没有用过Spring，Spring IOC、AOP机制与实现，Spring MVC
其实我挺不想被问到Spring的细节的，框架这些我都没有复习不太记得了。所以我对面试官说Spring里面的一些比较重要的机制我理解的还不错，然后我用一个实际的例子把我对IOC、AOP理解讲了一下，他听了说对，理解的不错（难得遇到一个边面试边能给反馈的面试官，好开心）
Spring MVC其实我用过，我就对面试官讲了我的项目中用到的Servlet，jsp和javabean实现的MVC，以及MVC各个模块职责以及每个模块是怎么联系到一起的，最后我补充了一句我想SpringMVC的思想其实跟这个是一样的（他说对的，嘿嘿有反馈真好）
2、多线程：怎么实现线程安全，各个实现方法有什么区别，volatile关键字的使用，可重入锁的理解，Synchronized是不是可重入锁
这里我就主要讲了Synchronized关键字，还有并发包下面的一些锁，以及各自的优缺点和区别。volatile关键字我主要从可见性、原子性和禁止JVM指令重排序三个方面讲的，再讲了一下我在多线程的单例模式double-check中用到volatile关键字禁止JVM指令重排优化。
3、集合： HashMap底层实现，怎么实现HashMap线程安全
我讲了一下HashMap底层是数组加单链表实现，Node内部类，add的过程，Hash冲突解决办法，扩容，三种集合视图。HashMap线程安全的实现方式主要讲了HashTable、ConcurrentHashMap以及Collections中的静态方法SynchronizedMap可以对HashMap进行封装。以及这三种方式的区别，效率表现。
4、JVM内存管理，GC算法，HotSpot里面的垃圾回收器、类加载
JVM内存主要分为五个区，哪些是线程共享的，哪些是线程独享的，每个区存放什么。GC方面：怎么判断哪些对象需要被GC，GC的方法，Minor GC与Full GC。HotSpot GC算法以及7种垃圾回收期，主要讲了CMS和G1收集器。类加载：类加载的过程，Bootstrap classloader-ExtClassloader-AppClassloader，父类委托机制。
5、进程和线程的区别
从调度、并发性、拥有的资源和系统开销四个方面回答的。
6、HTTP有没有状态，我说无状态，怎么解决HTTP无状态 怎么解决HTTP无状态其实就是怎么进行会话跟踪，有四种方法：URL重写、隐藏表单域、Cookie、Session。
7、Java IO，NIO，Java中有没有实现异步IO
Java IO实现的是同步阻塞，它是怎么实现同步阻塞的。我拿了read()方法举例来讲的。NIO实现的是同步非阻塞，我详细讲了一下Selector中的select()方***询说明它是如何实现多路复用IO的。然后对比了一下他们的效率。面试官可能看我对这一块比较了解，又继续问我Java中有没有实现异步IO，我感觉好像没有，但面试官说有，让我想想，其实这里我并不清楚啦，所以我就对面试官讲了一下我对Unix中异步IO模型的理解，然后说至于Java里面有没有我真的不太清楚。（他居然笑了！说你理解是对的，Java里面有没有不重要！哈哈）
8、前端会不会，Ajax是什么，Ajax实现原理
前端我只是会用一些js而已，用过jquery框架，问我Ajax全称是啥，我猜是异步的js和xml。Ajax实现原理其实我也不懂，我就只简单讲了一下它通过XMLHttpRequest对象进行异步查询，Ajax引擎在客户端运行，减少了服务器工作量。
9、让我设计一个线程池
因为我简历中有写到我对多线程、并发这一块理解比较好。所以他老问这方面的题。这个问题因为我之前看过ThreadPoolExecutor的源代码，所以我就仿照那个类的设计思路来想的，详细讲了一下核心池、创建线程可以用工厂方法模式来进行设计、线程池状态、阻塞队列、拒绝策略这几个方面。设计的还算比较周全。
10、讲几个设计模式，哪些地方用到了，为什么要用
单例模式，jdk中的getRuntime()；工厂方法模式，ThreadPoolExcutor用到ThreadFactory；观察者模式：java.util包下面的Observable和Observer。最后主要讲了一下工厂方法模式的使用场景。
11、Mysql优化、索引的实现
我从数据库设计优化和查询优化两方面讲的。索引B+树实现，InnoDB和MyISAM主键索引的实现区别，一个聚集一个非聚集。
12、事务的隔离级别
四种隔离级别，可能会出现哪些异常，mysql中默认级别。
13、有没有用过Hibernate、mybatis、git
这个简单讲一下就好，分别是干什么的
14、Linux
我说这个本科学过，但是很久没用，命令忘光了。他说没事，考你几个简单的：cd、ls、dir（真的是简单的）
15、算法题
从10万个数中找最小的10个，时间复杂度分析（最大堆，考虑内存）
从一个有正有负数组中找连续子数组的最大和，时间复杂度分析（动态规划）
满二叉树第i层有多少个节点，n层的满二叉树共有多少个节点
终于到我提问环节了
1、你们是什么部门（他说是核心部门，大数据研发）
2、我对高并发和负载均衡挺有兴趣的，但是我平时在学校也没有这个环境让我在这方面有所体验，那你建议我目前可以怎么学呢（他说这确实是不太好学，只能看些理论和别人的博客，以后工作中才能慢慢学）
3、中间件具体是做什么的，是解决高并发和负载均衡吗（他说差不多是的，然后他说我们这个部门不是中间件，是大数据部门啊，我说恩我知道）
最后没啥问题了，他让我保持电话畅通。
这一面面完，口干舌燥，我一度怀疑他可能不知道我是在应聘实习生的岗位。有太多要总结的了，放在总结的地方一起讲吧。
面试官说是他是另外一个部门的，需要进行交叉面试。
1、MySql优化
2、说下项目做了些什么，架构之类的
3、在collabedit上在线写代码，题目很简单是编程之美上的原题，一个有序的整数数组，输出两个数，使它们的和为某个给定的值。之前做过很快写好，然后给他讲思路。他继续问如果数组无序怎么办，先排序。
4、两个文件，每个文件中都有若干个url，找出两个文件中相同的url（用HashMap）
这一面挺简单的，只是增加之前面试没有过的在线写代码环节，collabedit后来我才了解，像***一些互联网公司远程面试都会用这个在线编辑器写代码，就是文本文档写，没有提示，不能编译运行，跟白板写一样。平时练练手就好。
三面面试官说他那就是终面，说我过了等hr联系我。万万没想到半小时后的hr面居然也是技术。
1、自我介绍，都四面了还自我介绍？！我还以为是单纯的hr面，所以介绍的都是我的性格和生活方面的，结果并不是。
2、问项目，问的特别特别细，技术细节，还有遇到什么问题，怎么解决的，做项目有没有人带，怎么跟别人沟通的。
3、数据库优化，如果数据库一个表特别大怎么办 数据库优化我就讲了之前讲过很多遍的点，他问一个表特别大怎么办：大表分小表，怎么实现：使用分区表
4、问研究生的科研题目，为什么选这个题，看了一些什么论文（细到问我那些论文是发表在什么期刊上的，作者是哪所学校的），为什么要选这个算法，怎么优化的，实验结果怎么跟别人作对比的，为什么比别人的算法好（一个个问题不断砸过来，我猜我说的那些专业名词他应该不太懂，只是判断一下是不是我做的而已。。）
5、确定实习时间 这一面确实让我感到有压迫感，项目是本科做的，挺久了，一些技术细节上也没太总结，所以问细了我只能连想带编，嘿嘿。科研方面倒还好，上个学期都在弄这个，一些算法的实现和改进、对比都还记得比较清楚，回答的挺流畅的，可能这真的就是技术型的hr面吧。
最后，思考两个问题
你觉得美团的面经难度怎么样，可以答出多少？
美团之前陷入裁员的风潮，你看好美团的发展吗？
欢迎下方留言写出你的观点。
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-外卖配送事业部实习面经,"实习岗位我自己选的机器学习，因为自己论文主要做的是运筹优化的，所以简历的研究方向是运筹优化，因此面试的主要内容也就是跟优化相关的内容。
本人 论文CCF B 两篇 一篇 EI，目前一篇CCF A的论文在投
面试官就是我的实习上级主管
1.自我介绍
2.PSO跟SA的区别、PSO跟DE的区别 （我有一篇跟PSO有关的CCF B的论文）
3.代码
[4,5,6,1,2,3 ] 找到两段有序数列的分割点，先说了个顺序查找 O(N) 然后说了个二分查找 O（logN）并实现
聊天： 为啥不读博、家那里的、实习时间
1.自我介绍，论文，项目
2.java Map有哪些实现，hashmap 复杂度 最坏情况。
3.如何防止优化过程陷入局部最优？
我拿tabu search 以及 ACO with Tabu 为例解释了下防止陷入局部最优的思想，平衡两个E， exploration and exploitation
4.为外卖配送系统建模，说一下这个VRP模型的特点
多目标、多约束（capacity、time window ..）
5.代码 实现Math.sqrt（）
二分法
牛顿迭代法
其实可以当做一个优化问题来做，泰勒展开的一阶或者二阶逼近真实值
等了挺久的 以为都凉了呢
早晨9点刚过就接到了面试官的电话，说问题不复杂，我就在走廊电话面了起来
1.没有自我介绍，直接就问了点论文的算法，讲解了一边自己论文提出的techniques
2.实习时间
3.最近在做的事情
这个问题就体现出平时刷论文的重要性了，把最近follow的一些顶刊论文介绍一下，把自己的理解以及想法大胆说出来很重要。
当天午休，HR小姐姐就打电话过来确认时间和报酬了。
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-一份美团外卖的隔夜烤面筋,"lz 还是从 3 月份投递的美团，早就以为人招满了，没抱希望了，没想到昨天下午突然接到了一个山东的电话，当时正在给手机贴膜，吓得我都贴歪了，暴风哭泣.jpg，然后就约了一个半小时后开始面试，这次面试主要是根据简历来发问的，面试体验也挺好的，面试官会说清楚问题的条件之类的，然后根据你的回答来继续发问（真祸从口出），每当我回答完后，面试官总喜欢说了解了解，跟滴滴的面试官有的一拼，仿佛有种被摸透了的感觉(摊手.jpg),下面是我记录的面经，分享一下。
自我介绍
介绍下头条资讯网站的数据库表的设计，这个网站一共有几张表？
image 字段存的是一张图片吗？你这个上传的图片放在另外一个位置？
comment_count 字段是指对文章评论人数的统计是吗？它是放在评论表里面吗？
评论功能是只支持罗列型的评论是吧？比如说用户 A 给某一条新闻评论，然后支持用户 B 能对 A 的评论进行回复吗？
比如说 news 表有建索引吗？或者说项目中有用到索引吗？
简单说一下对索引的理解，或者说为什么数据库要有索引
了解 MySQL 中有哪些常用的索引引擎吗？
了解 Innodb 和 MyISAM 的差别吗？
除开使用 B+ 树实现的索引，还了解其他数据结构实现的索引吗？
详细说一下哈希索引和 B+ 树索引的区别
哈希索引不支持范围查询，对吧？
项目中封装用户信息的目的是什么？
项目中的拦截器是用的 Spring 的一个特性吗？
这里是需要认证用户相关的合法性是吗？
这个拦截器其实是一个 Spring AOP 思想的应用，简单介绍下 Spring AOP
Spring 已经用一些 Controller 支持了业务逻辑，为什么还要有 AOP 的存在？
为什么用 ThreadLocal 类来封装用户信息，不能用一些简单的类来实现你这个功能吗？
项目中有用到多线程吗？
简化了后续开发的成本是指通过拦截器简化了后续开发成本吗？
具体是什么功能需要异步化？
了解其他的消息中间件吗？
简单说下 Redis 的底层数据结构
简单说下 JVM 的内存模型
说一下 Java 虚拟机的类加载机制
Java jdk 中会有自己实现的一些类，比如 Integer 类，假设自己开发时也想开发一个同名的类，此时在类的加载过程中，JVM 是如何确定你使用的是哪一个类？
JVM 中可以管理对象，对象是有生命周期的，那么JVM 是如何确定一个对象是不是有引用的？
了解 JVM 的垃圾回收算法吗？
了解 JDK 1.8 的垃圾回收机制吗？
（从这里开始面试官开始根据简历随机发问了，摊手.jpg）
解释下为什么 TCP 创建连接时只需要 3 次握手，而释放连接时需要 4 次挥手？
了解跟 MyBatis 类似的一些框架吗？
MyBatis 中其实是有数据库连接池的，那么为什么要有数据库连接池？为什么不可以来一个我就创建一个 JDBC 连接？
MyBatis 支持事务吗？
看你简历写阅读过部分 JDK 源码，阅读过哪些源码？
说一下 ArrayList 和 LinkedList 的区别
有看过一些并发的集合吗？ 答：ConcurrentHashmap
你刚才说到了锁，为什么要在并发的时候使用锁这个东西呢？
在 ConcurrentHashmap 里面是如何实现锁这个机制的呢？
我们都知道 synchronized 和 cas 都是原生的或者说 jdk 自己支持的锁的机制，那你了解过一些其他实现并发包的机制吗？例如 Lock 框架
刚才提到锁，肯定存在一些异常场景，比如说死锁，那么你了解死锁避免的一些方法吗？
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-优选后端开发一，二面+HR面,"美团效率真的超高，8.8号美团笔试，ac3道。过了好久才收到面试，一度以为凉了，面试流程很快，一周不道。一面是我面试最久的一次了，整整两个小时，面试官面到后面笔记本电脑没电了，又打电话问了我两个操作系统的知识，一面总体是常见八股，无深入。二面面试官问的深入一些，很多问题答的不好，以为凉了。今天接到HR面，HR说面试通过了，一周能收到意向。太好了，感谢！
8.17 号15：00-17：05
1.算法题：LRU
2.项目介绍
3.项目中如何实现单点登录
4.项目中的分布式锁如何实现的
5.用过redission吗
6.电商系统一般有那几块服务
7.JAVA的三大特性
8.JVM内存模型
9.JVM内存结构
10.堆里面可以分代，还可以使用什么区分（G1中分region）
11.可以手动GC吗
12.new一个会放在哪个区
13.搜索树和红黑树对比
14.map接口下的类
15.JAVA里锁的区别
16.死锁解决办法及监测方法
17.mysql创建一个表需要注意什么
18.mysql的语句优化
19.TCP三次握手
20.操作系统段页式内存管理的寻址
21.写代码时候前应该如何思考
8.20号19：00-20：00
1.项目中下单和扣库存分布式任务怎么保证的
2.java hashcode和equals方法为什么需要两个一起重写
3.说一下collections下的接口以及队列常用方法
4.说一下map下的子类，为什么需要linkedhashmap 以及treemap的应用场景
5.jvm常用的垃圾回收器，以及新生代和老年代垃圾回收器的不同
6.为什么新生代用标记复制算法
7.中途一个算法题:有序数组第一个出现的目标数字的下标（二分法寻找左边界）
8.操场系统为什么有内核态和用户态
9.说一下aqs是怎么阻塞线程的
10.开启线程的方法
11.mysql的基本组成单元
12.mysql底层结构和隔离基本
13.线程中的异常如何处理
14.为什么数据库需要意向锁
8.23号 17：00-17：30
1.自我介绍
2.大学里最喜欢的科目和感觉比较难的科目，为什么觉得难
3.所做的项目遇到的难点，如何克服
4.大学里参加的比赛
5.最近学习的书
6.自己意向的公司
7.比较注重公司的什么特点
8.学习路线
9.未来发展规划
10.反问环节:新人培训，入职后能否换城市
Java开发岗
美团面试

ㅤ普通",
【美团】Java岗-点评社招凉筋,"有遇到过内存泄漏吗？你们是怎么解决的？这个前阵子确实遇到过一次，还算运气比较好。
java的基本类型有哪几个？String是不是java的基本类型？String为什么要是final类型的？
反射机制的底层实现是什么？动态呢？动态的实现原理？
hashmap了解吗？说一下hashmap相关的一些东西？
hashmap是线程安全的吗？为什么是线程安全的？
concureenthashmap了解吗？他是如何实现线程安全的？你刚才说1.8基于cas？cas的ABA问题怎么解决？
说一下JVM的线程模型？这些区域都分别是干啥用的？
java线程模型和jvm线程模型注意区分、总结下，网上很多文章都是错的。
说一下java类加载器的工作机制？类加载在那个区域进行的？
说一下java的线程模型？violate了解吗？他的原理是什么？violate是线程安全的吗？为什么不是？
保证线程安全的解决方法有哪些？说一说读写锁吧，读写锁的读
数据库的索引有哪几种？为什么要用B+树来做索引？
组合索引和几个单个的索引有什么区别？数据库的大表查询优化了解吗？
MVCC机制了解不？MVCC机制有什么问题？怎么去解决这个问题？
mysql慢语句调优做过吗？说说你是怎么做的？
redis了解吗？你说说怎么用redis实现分布式锁？
spring中Bean的作用域，springMVC的controller是线程安全的吗？怎么去保证线程安全呢？
消息队列有用过吗？说说你怎么用的？你这么用感觉不大对吧。。大写的尴尬。。
计算机网络了解吗？说一说TCP三次握手和四次挥手吧，感觉这个真的是计算机网络必考知识点啊，每次问到计算机网络都会问这个。
time_wait状态产生的原因是什么？，有什么危害？可以如何避免？
leetcode153. 寻找旋转排序数组中的最小值
假设按照升序排序的数组在预先未知的某个点上进行了旋转。
( 例如，数组 [0,1,2,4,5,6,7] 可能变为 [4,5,6,7,0,1,2] )。
请找出其中最小的元素。
你可以假设数组中不存在重复元素。
示例1:
输入: [3,4,5,1,2]
输出: 1
示例2:
输入: [4,5,6,7,0,1,2]
输出: 0
你手里有哪些offer了？最快什么时候能入职呢？还有什么问题想问的？然后说会有hr联系你，第二天就接到了hr约二面时间的通知。
总结下来，面试问的东西还是挺宽的，而且问的很细，一个知识点基本都是问到答不上来为止。还是有很多东西需要加强？在美团的面试中还是学到了一些东西。
首先还是问项目。问的比较细，比较全。
String，StringBuffer，StringBuilder的区别，为什么String是不可变的，StringBuffer和StringBuilder哪个是线程安全的，他们分别适用于什么场景。
java类加载过程是怎么样的，说一下volatile。
并发包了解吗？假如几个线程之间相互等待，可以用哪个并发类来实现，他的原理是什么？
数据库慢查询优化了解哪些？说了很多，面试官说假如这些都已经做好了还是很慢怎么办？最后不清楚问了下面试官，面试官主要想了解数据库分区的知识。
说一下spring容器的启动过程？
讲一下分布式锁，基于zookeeper实现和redis实现在性能上有什么差异？
kafka如何保证不丢消息又不会重复消费。了解大数据相关的一些技术吗？
最后写了道题，leetcode55. 跳跃游戏
给定一个非负整数数组，你最初位于数组的第一个位置。
数组中的每个元素代表你在该位置可以跳跃的最大长度。
判断你是否能够到达最后一个位置。
示例1:
输入: [2,3,1,1,4]
输出: true
解释: 我们可以先跳 1 步，从位置 0 到达 位置 1, 然后再从位置 1 跳 3 步到达最后一个位置。
示例2:
输入: [3,2,1,0,4]
输出: false
解释: 无论怎样，你总会到达索引为 3 的位置。但该位置的最大跳跃长度是 0 ， 所以你永远不可能到达最后一个位置。
最快什么时候能过来？有什么问题想问的？然后说后面有hr再和你联系。
1.面试官首先问了很多简历中的一些基本信息.画一下你这个项目与哪些工程交互，它在你们的产品中处于什么样一个位置
2.画一下你们这个项目的架构图，挑一个你觉得比较难的业务场景来讲一下，
3.你们这个项目中都遇到了哪些问题呢？说说你们最后都怎么解决的
写了一段代码，问这个代码最后输出什么？申请多大的内存空间，都在什么位置申请的
public class Test {
}
4.hashmap了解吗？他的set和get的时间复杂度是多少？为什么是O(1),说下详细过程，hashmap是线程安全的吗？
5.Jvm了解吗？jvm中哪些可以作为垃圾回收的gcroot?为什么呢？
6.什么时候能过来上班？然后就说等会hr面。
问了下基本情况，什么时候能过来，为什么想换工作？在上家的绩效和薪水情况，期望工资是多少
Java开发岗
美团C++开发面经
美团面试

ㅤ普通",
滴滴Java岗开发面经汇总,"本系列将提供滴滴Java岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看滴滴面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接。
不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【滴滴】Java岗-一天高效率面三轮
1. 【滴滴】Java岗-一天高效率面三轮
2. 【滴滴】Java岗-后端实习面筋分享
2. 【滴滴】Java岗-后端实习面筋分享
3. 【滴滴】Java岗-提前批(offer get!)
3. 【滴滴】Java岗-提前批(offer get!)
4. 【滴滴】Java岗-实习生一二面面经(已oc)
4. 【滴滴】Java岗-实习生一二面面经(已oc)
5. 【滴滴】Java岗-差点被赛码网搞崩心态
5. 【滴滴】Java岗-差点被赛码网搞崩心态
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-一天高效率面三轮,"大概记录一下，因为滴滴三面同一天，太难了。我觉得不记录一下对不起我饿着肚子不午休换来的面试。
早上11点一面，40min，之后直接二面通知，12点二面，又40min，之后1点三面，哭哭，饿着肚子，顶着困意，面试官还迟到了半个小时。最后三面一个点。但是三轮面试官人都挺好的，很有耐心。
一面偏向于自由发挥（也可能是我太自由了）
写个简单的二叉树中序遍历
介绍一下项目，讲一下业务流程
讲一下JVM的了解（从内存结构说到类加载说到垃圾回收，疯狂背课文）
讲一下mybatis使用遇到的问题
说一下mysql的了解（感觉又背了快七八分钟吧）
讲一下线程池的了解（再次吟唱）
平常通过什么途径学习的java，需要学习一项新技术你是什么样的思路
怎么和同事进行一个项目的推进
面试官总结：基础不错，学习能力也ok，项目没有落地，可以接受
二面偏向考察逻辑了，大多数是设计类的问题
讲一下项目吧
java的基础（三大特性）
如果让你抽象一个面试，怎么抽象（先答的抽象面试官和候选人，后来让抽象面试的接口）
如何设计让同一个面试官的面试时间不会冲突？（加锁，问还有什么方案，线程池？）
为什么需要线程安全？会出现哪些问题？
介绍一下自己平常有总结的类图？（大概就是包、类的继承关系吧）
如何实现一个扑克牌的洗牌的功能？
如何实现的查询某一门科目班级的分数情况，要求有序（一开始说mysql，不让用，要对象实现，成员变量和排序吧）
讲一下快排的思路
内部类都有哪些？有什么好处？什么场景下使用
函数式接口了解吗？讲一下，有什么好处
如何设计一个电梯的调度系统（尴尬，全程瞎扯，面试官不满意，说我可能对题意不是很清楚，最后就算了）
面试官总结：对于已经学过的东西掌握不错，java抽象也可以，学过的数据结构和算法也能够有意识的去应用，但是对于实际问题的剖析找不到切入点和重点，解决问题的思路有待加强，但问题不大。
偏实际需求了，然后被吊打
说一下项目吧（一个烂大街的秒杀被要求讲三遍，我是崩溃的），讲一讲在其中主要的收获
如何解决mysql访问量大的问题
行锁和表锁平常是怎么使用的
讲一下线程同步的语义？（忘记怎么说了，最后问的就是哪些方法线程同步）
大概讲一下各个语义是怎么实现的
线程安全大概讲一下，可能出现什么问题，从jvm层面来说呢？（堆）
一个2GB的数据表，如何去掉重复的数据，或者可能重复的数据，需要考虑哪些问题？（瞎扯+不会）
一个百万条的日志记录，如何从中找出排名前4的用户（说的的滴滴司机接单量）（瞎扯+不会）
k个一组反转链表（力扣25）（写了半天，写个空指针异常，面试官问要不要放弃，想了想，快一个小时了，累了，放弃了，面试官嫌我代码写的乱，让讲一下）
面试官总结：还是挺聪明的（表面安慰一下），但是实际业务方面写的太少了，光看是没有用的。业务方面的话多加强一下吧（实际直接劝退）
自己总结：一面感觉还行，二面感觉勉勉强强，三面直接拉闸。但是我还是祈愿一下，能有个hr面。
最后，滴滴约时间千万不要约半晌的，不然你可能吃不上饭
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-后端实习面筋分享,"早上连着两面，下午一面，面试体验贼好，面试官会引导着问你，是滴滴统一面试，没有分部门
而且不是直接问八股文，通过场景引出八股文
穿插着问了一些项目细节和职业规划
1.Spring IOC和AOP原理
2.写一个jdk动态代理例子
3.redis数据类型
4.现在有一个大文件怎么尽快的写到redis里面（提示我说用pipeline，我没听过）
5.数据库三范式，核心是什么，为什么有三范式
1.操作系统io的过程，详细说包括用户态内核态转换
2.比如阻塞io，java在调用read之后发生了什么
3.广播多播单播任播的概念和应用场景（提示我nginx上的多播）
4.nginx怎么实现负载均衡
5.比如有5亿用户，系统内存4g，要判断用户状态，该用怎样的数据结构和算法(布隆过滤器，然后就不用分批读，4g内存装得下)
6.一个文件里有几百万行关于用户的数据，要建立姓名和性别的聚簇索引，什么思路
7.比如性别男为0女为1，为什么性别应该接在姓名后面（因为性别只有两种，对索引优化是起不到什么作用的，粒度太大）
8.你觉得你在性格上有哪些优点
1.浏览器输入url到页面显示过程
2.http和https的区别以及https的握手过程
3.假如以前12306就一台服务器提供一个单进程的服务，现在人越来越多了，假设服务器性能足够，该怎么优化（网络上采用IO多路复用，单进程改为多线程和协程）
4.多线程会产生什么问题
5.设计个12306的关于买票的数据结构（车次，站，座位）
6.如何在这个数据结构上加锁控制并发
7.用户怎么根据车站查找车次
大部分都是场景题，面试体验很好，感觉比较注重你解决问题的思路
Java开发岗
滴滴面试

ㅤ普通",
【滴滴】Java岗-提前批(offer get!),"自我介绍
学习Java的方法
三次握手四次挥手（状态改变）
dns协议
concurrentHasmap、HashMap、HashTable（实现原理、底层结构、性能差异原因）
JVM内存分区
垃圾回收（回收算法，原因）
synchronized（锁升级）
mysql事务（特性、存在的问题、解决方式、隔离级别）
算法：快排，分析时间复杂度
反问
体验：有史以来体验最佳的面试，面试官提出一个点然后自己发散说就行，有什么问题面试官会指出
自我介绍
学过哪些课
做两道题：
1.第一天1元，后面两天每天2元，后面三天每天3元。。。第n天收益（写了个说复杂度需要改进）
2.排序+数组合并，用的快排和双指针
介绍项目
访问量大的情况怎么解决（没接触过，只说了个消息队列不知道对不对）
说说设计模式
Spring的IOC和AOP
让你实现AOP需要写哪些代码，十行以内（没思路，就说了下用反射）
多线程写一个死锁
反问
体验：回答的时候面试官会附和你，并肯定你的回答，感觉很好
自我介绍
详细介绍科研项目
详细介绍Java项目
说说项目的架构、数据库设计的思想
题目：二进制1的个数
反问
体验：别的不说面试体验一如既往的好
Java开发岗
滴滴面试

ㅤ普通",
